CPT Code,CPT Description
33257,Destruction and reconstruction of right upper heart
33259,Destruction of tissue and reconstruction of right upper heart on heart-lung machine
33262,Removal and replacement of single lead pacing defibrillator pulse generator
33263,Removal and replacement of dual lead pacing defibrillator pulse generator
33264,Removal and replacement of multiple lead pacing defibrillator pulse generator
33265,Reconstruction of upper heart chamber tissue and alteration of electrical pathway using an endoscope
33266,Reconstruction of upper heart chamber tissue and alteration of electrical pathway using an endoscope
33282,Implantation patient-activated heart monitoring device
33284,Removal of implantable patient-activated heart monitoring device
33315,"Incision, exploration, and removal of foreign body of upper or lower heart chamber on heart-lung machine"
33322,Suture repair of great vessels and heart on heart-lung machine
33361,"Replacement of aortic valve with prosthetic valve, accessed through the skin"
33362,"Replacement of aortic valve with prosthetic valve, open procedure"
33363,"Replacement of aortic valve with prosthetic valve, open procedure"
33364,"Replacement of aortic valve with prosthetic valve, open procedure"
33365,Replacement of aortic valve with prosthetic valve
33366,Replacement of aortic valve with prosthetic valve
33405,Replacement of left lower heart chamber valve using artificial valve on heart-lung machine
33406,Replacement of left lower heart chamber valve using artificial valve on heart-lung machine
33410,Replacement of left lower heart chamber valve using tissue valve on heart-lung machine
33411,Replacement and enlargement of left lower heart valve
33415,Incision or removal of tissue below left lower heart valve
33416,Removal of thickened heart muscle at left lower heart chamber
33417,Repair of aorta at heart
33425,Repair of valve between left heart chambers on heart-lung machine
33426,Insertion of artificial valve between left heart chambers on heart-lung machine
33427,Repair of valve flaps between left heart chambers on heart-lung machine
33430,Replacement of valve between left upper and lower chambers on heart-lung machine
33463,Repair of valve between right upper and lower heart chambers
33464,Repair of heart valve between right chambers with insertion of prosthetic valve ring
33502,Repair of abnormal heart artery
33503,Placement of graft to repair abnormal heart artery
33508,Harvest of veins for coronary artery bypass procedure using an endoscope
33510,Heart artery bypass to repair one artery
33511,Heart artery bypass to repair multiple arteries
33512,Heart artery bypass to repair multiple arteries
33513,Heart artery bypass to repair multiple arteries
33517,Combined vein and artery heart artery bypass
33518,Combined multiple vein and artery heart artery bypasses
33519,Combined multiple vein and artery heart artery bypasses
33521,Combined multiple vein and artery heart artery bypasses
33522,Combined multiple vein and artery heart artery bypasses
33530,Reoperation of heart artery bypass or valve procedure more than 1 month after original operation
33533,Heart artery bypass to repair one artery
33534,Heart artery bypass to repair multiple arteries
33535,Heart artery bypass to repair multiple arteries
33536,Heart artery bypass to repair multiple arteries
33572,"Removal of plaque from heart artery at time of bypass graft procedure, open procedure"
33641,Repair of hole between upper heart chambers on heart-lung machine
33860,Placement of graft to aorta on heart-lung machine
33863,Placement of graft to aorta on heart-lung machine
33870,Placement of graft to aorta on heart-lung machine
33877,Repair of bulging defect (aneurysm) of aorta
33880,Repair of defect of aorta in chest
33881,Repair of defect of aorta in chest
33944,Preparation of donor heart for transplantation
33945,Transplantation of donor heart
33960,Prolonged external circulation of blood flow in heart and lungs
33961,Prolonged external circulation of blood flow in heart and lungs
33967,"Insertion of assistive heart blood flow device into aorta, accessed through the skin"
33968,"Removal of blood flow assist device in aorta, accessed through the skin"
33970,"Removal of blood flow assist device in aorta, open procedure"
33979,Insertion of lower heart chamber blood flow assist device
33980,Removal of lower heart chamber assistive blood flow device
33990,Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation
33992,"Removal of lower heart chamber blood flow assist device, accessed through the skin"
33999,Heart surgery procedure
34001,Removal of blood clot in artery
34101,Removal of blood clot in artery
34111,Removal of blood clot in artery
34201,Removal of blood clot in artery
34203,Removal of blood clot in artery
34421,"Removal of blood clot in vena cava, pelvic or thigh artery"
34471,Removal of blood clot in neck vein
34490,Removal of blood clot in underarm or upper chest vein
34501,Repair of upper leg vein valve
34520,Removal of vein segment due to nonfunctioning valves
34802,Repair of bulging (aneurysm) or tear in abdominal aorta
34803,Repair of bulging (aneurysm) or tear in abdominal aorta
34804,Repair of bulging (aneurysm) or tear in abdominal aorta
34805,Repair of bulging (aneurysm) or tear in abdominal aorta
34808,Insertion of device to block groin artery
34812,"Incision of artery in one thigh for insertion of prosthesis, open procedure"
34820,"Incision of artery in one groin for insertion of prosthesis, open procedure"
34825,Insertion of prosthetic repair of bulging (aneurysm) abdominal or groin artery
34826,Prosthetic repair of bulging (aneurysm) of aorta
34834,"Incision of artery in one arm for insertion of prosthesis, open procedure"
34844,"Placement of graft for repair of aorta with radiological supervision and interpretation, with 4 or more artery prostheses"
34846,"Placement of graft for repair of aorta with radiological supervision and interpretation, with 2 artery prostheses"
34847,"Placement of graft for repair of aorta with radiological supervision and interpretation, with 3 artery prostheses"
34848,"Placement of graft for repair of aorta with radiological supervision and interpretation, with 4 or more artery prostheses"
34900,Placement of graft for repair of groin artery
35001,Repair of diseased or bulging (aneurysm) artery of neck or upper chest
35011,Repair of diseased or bulging (aneurysm) artery of arm
35102,Repair of diseased or ruptured bulging (aneurysm) of abdominal aorta
35141,Repair of diseased or bulging (aneurysm) artery of upper thigh
35190,Repair of abnormal artery-vein connection in arms or legs
35201,Repair of blood vessel of neck
35206,Repair of blood vessel of arm
35211,Repair of blood vessel of chest on heart-lung machine
35221,Repair of blood vessel of abdomen
35226,Repair of blood vessel of leg
35231,Repair of blood vessel of neck with vein graft
35236,Repair of blood vessel of arm with vein graft
35241,Repair of blood vessel of chest with vein graft on heart-lung machine
35256,Repair of blood vessel of leg with vein graft
35286,Repair of blood vessel of leg with graft
35301,Removal of blood clot and portion of artery of neck
35302,Removal of blood clot and portion of artery of upper thigh
35303,Removal of blood clot and portion of artery of lower leg
35304,Removal of blood clot and portion of artery of lower leg
35305,Removal of blood clot and portion of artery of lower leg
35321,Removal of blood clot and portion of artery of upper arm
35351,Removal of blood clot and portion of artery of groin
35355,Removal of blood clot and portion of artery of upper thigh
35363,Removal of blood clot and portion of artery of abdominal aorta and upper thigh artery
35371,Removal of blood clot and portion of artery of upper thigh artery
35372,Removal of blood clot and portion of artery of upper thigh artery
35390,Reoperation of carotid artery removal of blood clot and portion of affected artery more than one month after original procedure
35400,Examination of blood vessel or graft using an endoscope
35458,"Balloon dilation of narrowed or blocked upper arm artery, open procedure"
35460,"Balloon dilation of narrowed or blocked vein, open procedure"
35471,"Balloon dilation of narrowed or blocked organ artery, accessed through the skin"
35472,"Balloon dilation of narrowed or blocked aorta, accessed through the skin"
35475,"Balloon dilation of narrowed or blocked upper arm artery, accessed through the skin"
35476,"Balloon dilation of narrowed or blocked vein, accessed through the skin"
35500,Harvest of upper arm vein segment for leg or heart artery bypass
35556,Bypass of diseased or blocked artery (upper to lower leg artery)
35566,Bypass of diseased or blocked artery (upper leg to lower leg artery)
35571,Bypass of diseased or blocked artery (lower leg to lower leg artery)
35572,Harvest of vein segment (upper leg to thigh)
35583,Bypass of diseased or blocked artery (upper leg to lower thigh artery)
35585,Bypass of diseased or blocked artery (upper leg to lower leg artery)
35600,Harvest of an arm artery segment
35606,Bypass of diseased or blocked artery (neck to chest artery)
35612,Bypass of diseased or blocked artery (chest to opposite chest artery)
35616,Bypass of diseased or blocked artery (chest to arm artery)
