date,time,location,operator,flight_no,route,ac_type,registration,cn_ln,aboard,fatalities,ground,summary
"December 13, 1950",?,"Londrina, Brazil",VASP,?,?,Douglas DC-3,PP-SPT,20543,9   (passengers:?  crew:?),9   (passengers:?  crew:?),3,The aircraft crashed after losing its No. 1 engine on takeoff. Engine failure during takeoff. Pilot error. Short takeoff procedure used on an airfield where such a maneuver was not necessary.
"December 14, 1950",?,"Ribeirao, Brazil",VASP,?,?,Douglas DC-3,?,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),3,Crashed into a house while attempting to take off.
"December 15, 1950",13:30,"Valera, Venezuela",Avensa,?,Merida - Caracas,Douglas C-47-DL,YC-C-AVU,4432,31   (passengers:28  crew:3),31   (passengers:28  crew:3),0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed."
"December 19, 1950",07:30,"Near Baguio, Philippines",Military - U.S. Air Force,?,Naha AB - Clark AB,Douglas C54E-DO (DC-4),44-9096,27322,38   (passengers:31  crew:7),38   (passengers:31  crew:7),0,"Proceeding on instruments, the aircraft crashed into Mt. Tabayoc while en route.  Navigation error."
"December 22, 1950",13:53,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,4,Vancouver - Penticton,Douglas DC-3,CF-CUF,12855,18   (passengers:15  crew:3),2   (passengers:0  crew:2),0,Struck trees on  Mt. Okanagan while making an approach to Penticton. Drifted below the minimum altitude permissible.
"December 30, 1950",?,"Santiago del Estado, Argentina",Aerolineas Argentinas,?,Mar del Plata - Buenos,Douglas DC-3,LV-ACH,13027,18   (passengers:13  crew:5),17   (passengers:12  crew:5),0,Crashed 60 miles north of the airport after taking off from Mar del Plata.
"January 12, 1951",?,"Ixopo, South Africa",United Airways,?,?,de Havilland Dove 1,ZS-DDW,04017,12   (passengers:10  crew:2),12   (passengers:10  crew:2),0,Broke up in turbulence.
"January 13, 1951",?,"Mt. Bukit, Besar,Thailand",Air Carriers,?,Butterworth - Kota Bharu,Douglas DC-3,VR-HEP,15782/32530,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,Crashed into Bukit Besar Mountain while en route.
"January 14, 1951",14:13,"Philadelphia, Pennsylvania",National Airlines,83,Newark - Philadelphia,Douglas DC-4-1009,N74685,43102,28   (passengers:25  crew:3),7   (passengers:6  crew:1),0,"The plane overshot the landing, ran into a ditch and caught fire. Pilot error in electing to land long, on a wet and snow covered runway instead of executing a missed approach."
"January 16, 1951",12:14,"Near Reardan, Washington",Northwest Orient Airlines,115,Minneapolis - Seattle,Martin 202,N93054,9144,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,"While cruising at 6,000 ft.,  the aircraft when out of control and into a dive, hitting the ground at 340 mph.  Officially the cause was never determined.  Possible in-flight fire, explosion, structural failure or conrol system failure."
"January 20, 1951",?,"Huilyo, Peru",Military - TAM,?,?,Douglas DC-3,?,?,?   (passengers:?  crew:?),16   (passengers:?  crew:?),?,?
"January 27, 1951",14:36,"Near Civitavecchia, Italy",Alitalia,?,Paris - Rome,Savoia Marchetti SM-95,I-DALO,10,17   (passengers:12  crew:5),14   (passengers:10  crew:4),0,"The aircraft plunged to the ground from 6,500 feet after being struck by lightning. Lightning ignited a mixture of air and fuel fumes in the fuel tank."
"January 28, 1951",08:40,"Near An tung, Taiwan",Military -Royal Air Force,?,"Hong Kong - Iwakuni, Japan",Short Sunderland 9 (flying boat),PP107,?,16   (passengers:11  crew:5),16   (passengers:11  crew:5),0,Crashed into mountainous terrain while en route. Most likely weather related.
"January 31, 1951",16:45,"Off Hafnarfjorour, Iceland",Icelandair,?,Vestmannaeyar Island - Reykjavík,Douglas DC-3,TF-ISG,12482,20   (passengers:17  crew:3),20   (passengers:17  crew:3),0,Crashed into the sea 2.5 miles north of the airport after a second landing attempt in snow. The first attempt was aborted because the runway lights were not visible. The crew attempted a second landing but contact was lost with the aircraft. Wreckage was found in the ocean 10 miles from the airport.
"February 01, 1951",?,"Off Terceira, Portugal",Military - Portuguese Air Force,?,?,Douglas C-54,282,?,14   (passengers:?  crew:?),14   (passengers:?  crew:?),0,Ditched in the ocean while on approach.
"February 03, 1951",?,"Near Mt. Cameroun, Buea, Nigeria",Air France,?,Douala - Niamey,Douglas DC-4,F-BBDO,42992,29   (passengers:23  crew:6),29   (passengers:23  crew:6),0,"Crashed into a mountain at 8,500 feet. Navigation error. Incorrect procedures followed by crew. The crew followed a different and inaccurate course."
"February 14, 1951",?,"Yali, Colombia",Lineas Aéreas Nacionales,?,?,Curtiss C-46A,HK-333,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,Cargo plane.
"March 02, 1951",09:12,"Sioux City, Iowa",Mid Continent Airlines,16,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas DC-3,N19928,7400,25   (passengers:21  crew:4),16   (passengers:13  crew:3),0,"After a missed ILS approach , the pilot stalled the plane and crashed in poor weather conditions. A stall during a left turn too close to the ground to effect a recovery. Pilot error."
"March 11, 1951",?,"Mt. Butler, Hong Kong",Pacific Overseas Airways,?,?,Douglas DC-4,HS-POS,10396,24   (passengers:20  crew:4),24   (passengers:20  crew:4),0,"Crashed into hills shortly after takeoff. Crew error. The pilot taking off under VFR, lost visual contact with the ground and attempted to return to IFR procedure too late to avoid the hills. The aircraft was named ""City of Ayudhya."""
"March 21, 1951",?,"Corozal, Colombia",LANSA,?,?,Douglas C-47,HK-315,9073,27   (passengers:24  crew:3),27   (passengers:24  crew:3),0,Crashed while on a flight to Cartagena.
"March 22, 1951",?,"Off Florianopolis, Brazil",Cruzeiro,?,?,Douglas DC-3,PP-CCX,7341,14   (passengers:10  crew:4),3   (passengers:3  crew:0),0,The No. 2 engine failed on a go-around in reduced visibility and rain and the aircraft crashed into the ocean.
"March 23, 1951",c 23:50,Over the North Atlantic,Military - U.S. Air Force,?,Loring AFB - Lakeheath AFB,Douglas C-124A Globemaster,49-0244,43173,53   (passengers:48  crew:5),53   (passengers:48  crew:5),0,"The aircraft may have suffered an catastrophic explosion and crashed into the sea approximately 450 miles west of Limerick, Ireland. Early report of life rafts and survivors turned out to be incorrect. Cause unknown."
"March 26, 1951",?,"Rio Grande, Argentina",Aerolineas Argentinas,?,Ushuaia - Buenos Aires,Douglas DC-3,LV-ACY,12291,20   (passengers:16  crew:4),11   (passengers:8  crew:3),2,Crashed shortly after takeoff.
"March 27, 1951",?,"Manchester, England",Air Transport Charter,?,Manchester - Belfast,Douglas C-47A-75-DL Dakota 3,G-AJVZ,19361,3   (passengers:0  crew:3),2   (passengers:0  crew:2),0,"The inability of the aircraft to gain height shortly after becoming airborne, due to loss of engine power caused by ice formation in the carburetor intakes attributable to the captain's failure to make use of the heat controls."
"April 02, 1951",?,"Bogota, Colombia",AVIANCA,?,?,Douglas DC-3,HK-142,1957,26   (passengers:24  crew:2),26   (passengers:24  crew:2),0,?
"April 06, 1951",20:30,"Refugio Pass, near Santa Barbara, California",Southwest Airways,7,Santa Maria - Santa Barbara - Oxnard - Los Angeles,Douglas DC-3,N63439,20229,22   (passengers:19  crew:3),22   (passengers:19  crew:3),0,"The plane crashed into the north slope of Santa Ynez peak, 23 miles northwest of Santa Barbara, in poor weather. Failure of the crew to maintain minimum altitude for the route being flown for reasons unknown."
"April 08, 1951",11:35,"Near Charleston, West Virginia",Military - U.S. Air Force,?,"Godman AFB - Charleston, WV",Douglas C-47B-DK,43-48298,25559,21   (passengers:18  crew:3),21   (passengers:18  crew:3),0,"The aircraft crashed into a wooded area, 8 miles NE of Charlston, after making a final turn to land at Kanawha County Airport. Both wings were sheared off and the aircraft burst into flames."
"April 09, 1951",?,"Cape d'Arguilar, Hong Kong",Siamese Airways,?,Bangkok - Hong Kong,Douglas DC-3,HS-SAE,?,16   (passengers:11  crew:5),16   (passengers:11  crew:5),0,The pilot lost control of the aircraft while attempting too steep a turn and too  low a speed while making an approach at night in dense fog and rain and struck the ground.
"April 25, 1951",11:49,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,493,Miami - Havana,Douglas DC-4 /Beechcraft SMB-1,CU-T188/39939,10368,43   (passengers:34  crew:9),43   (passengers:34  crew:9),0,"The plane, on a flight from Miami to Cuba, collided with a US Navy Beechcraft at 4,000 feet. Thirty-nine killed on the DC-4, four killed on the Beechcraft.  Failure of both crews to maintain sufficient vigilance under VFR conditions to prevent a collision."
"April 28, 1951",19:32,"Fort Wayne, Indiana",United Air Lines,129,Cleveland - Fort Wayne - South Bend - Chicago,Douglas DC-3,N16088,1927,11   (passengers:8  crew:3),11   (passengers:8  crew:3),0,The aircraft crashed after being caught in a squall line with 65-85 mph winds and heavy rain. Windshear. The severe downdraft encountered which caused the aircraft to strike the ground in a near level attitude.
"May 06, 1951",12:30,"Near Albuquerque, New Mexico",Military - U.S. Air Force,?,?,Convair B-36D,49-2660,?,25   (passengers:0  crew:25),23   (passengers:0  crew:23),0,"The aircraft crashed while attempting to land at Kirtland AFB in gusty winds. The pilot appeared to have difficulty keeping the wings level. The plane crossed the threshold left of the center line. When the pilot corrected, the right starboard jet pod and No. 6 propeller struck the runway. The pilot attempted a go-around with the No.6 engine afire but crashed to earth bursting into flames."
"May 08, 1951",?,"Bordeaux, France",Hunting Air Travel,?,Bordeaux - Bovingdon,Vickers 639 Viking 1,G-AHPD,134,32   (passengers:27  crew:5),2   (passengers:0  crew:2),0,No. 1 engine failed shortly after taking off.  Altitude could not be maintained and an emergency belly landing was made in a field. The disconnecting of the articulated control rod of the propeller governor due to the lack of a split pin on the governor spindle and to the nut of the ball-joint of the control spindle having been unscrewed by force.
"May 18, 1951",?,"Rancharia,  Brazil",VASP,?,Santa Cruz de Rio Prado - Presidente Prudent,Douglas DC-3,PP-SPL,17011/34274,6   (passengers:3  crew:3),6   (passengers:3  crew:3),0,Hit a mountain in fog. Pilot's decision to fly VFR in unfavorable weather conditions.
"June 03, 1951",?,"New Boston, Texas",Military - U.S. Air Force,?,?,Fairchild C-82,?,?,10   (passengers:0  crew:10),10   (passengers:0  crew:10),0,Struck by lightning and crashed.
"June 06, 1951",?,"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,?,?,Douglas DC-3D,PP-NAL,42979,19   (passengers:16  crew:3),2   (passengers:1  crew:1),0,"Crashed into high ground while on a VFR apporach in IFR conditions. The pilot attempted a descent over an area where the minimum safe altitude was 1,200 ft."
"June 15, 1951",?,"Medellin, Colombia",Sociedad Aeronautica Medellin,?,?,Douglas C-47A,HK-504,10062,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Cargo plane.
"June 22, 1951",03:25Z,"Near Sanoyea, Liberia",Pan American World Airways,151,Johannesburg - Accra - Monrovia - New York,Lockheed 049 Constellation,N88846,2046,40   (passengers:31  crew:9),40   (passengers:31  crew:9),0,"The plane crashed into a hill at 1000 ft. in a level descending attitude, 54 miles from the airport. The pilot descended below en route minimum altitude without knowing the aircraft's position. The aircraft was named Clipper Great Republic."
"June 29, 1951",?,"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,?,Rejeka and Zagreb,Junkers 52/3m,YU-ACE,316,14   (passengers:11  crew:3),14   (passengers:11  crew:3),0,Crashed en route.
"June 30, 1951",02:00,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,610,Salt Lake City - Denver,Douglas DC-6B,N37543,43144/155,50   (passengers:45  crew:5),50   (passengers:45  crew:5),0,"En route from San Francisco to Denver after passing the Cheyenne radio range the aircraft turned south in the wrong heading. Flying in darkness, the aircraft continued on this course until it hit Crystal Mountain. The captain may have depressed the wrong control switch or may have turned his ADF in such a way that it was affected by the radio range station at Fort Bridger, WY. Officially, the flight for reasons undetermined, failed to follow the prescribed route to Denver and continued beyond the boundary of the airway on a course which resulted in the aircraft striking mountainous terrain."
"July 12, 1951",22:45,"Lyneham AFB, England",Military - Royal Air Force,?,?,Vickers Valetta C-1,VW194,?,10   (passengers:0  crew:10),10   (passengers:0  crew:10),0,One engine caught fire. The propellers of the working engine were feathered. The plane crashed.
