INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Christine Valmy International School for Esthetics  Skin Care & Makeup,New York,NY,0.0,0.0,0.0,0,,,0.0,278.0,0.2878,0.1906,0.3022,0.205,0.0,0.0,0.0144,0.0,0.0,0.7158,1,0.0456,0.0714,,,4451
Circle in the Square Theater School,New York,NY,0.0,0.0,0.0,0,,,0.0,69.0,0.7101,0.0725,0.057999999999999996,0.0145,0.0,0.0,0.0,0.1449,0.0,0.0,1,0.1538,0.5385,0.1282,PrivacySuppressed,PrivacySuppressed
Clarkson University,Potsdam,NY,0.0,0.0,0.0,0,570.0,620.0,0.0,3130.0,0.8345,0.0211,0.047,0.0326,0.0026,0.0003,0.0214,0.0236,0.0169,0.0029,1,0.2772,0.7662,0.0154,68300,27000
Clinton Community College,Plattsburgh,NY,0.0,0.0,0.0,0,,,0.0,1220.0,0.7287,0.073,0.023,0.009000000000000001,0.0041,0.0008,0.0066,0.0352,0.1197,0.2533,1,0.3598,0.3101,0.1985,30300,11687
Cochran School of Nursing,Yonkers,NY,0.0,0.0,0.0,0,,,0.0,93.0,0.4516,0.1398,0.2581,0.086,0.0,0.0,0.043,0.0,0.0215,0.871,1,0.3544,0.8101,0.7722,86000,20000
Colgate Rochester Crozer Divinity School,Rochester,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Colgate University,Hamilton,NY,0.0,0.0,0.0,0,675.0,700.0,0.0,2865.0,0.6723,0.0415,0.0845,0.0356,0.0007,0.001,0.0353,0.0873,0.0419,0.0007,1,0.1138,0.2654,0.0014,60300,16114.5
Metropolitan College of New York,New York,NY,0.0,0.0,0.0,0,,,0.0,897.0,0.0379,0.6031,0.2029,0.0201,0.0134,0.0022,0.0134,0.0234,0.0836,0.1014,1,0.8068,0.8518,0.742,37000,33250
Columbia University in the City of New York,New York,NY,0.0,0.0,0.0,0,735.0,745.0,0.0,8100.0,0.3874,0.0726,0.1311,0.1774,0.0051,0.0014,0.0468,0.1391,0.0391,0.0746,1,0.2141,0.2561,0.1744,75200,23000
Columbia-Greene Community College,Hudson,NY,0.0,0.0,0.0,0,,,0.0,1462.0,0.7695,0.0896,0.0821,0.0171,0.0027,0.0021,0.0328,0.0014,0.0027,0.42,1,0.4089,0.2587,0.2653,34500,10000
Empire Beauty School-Queens,Astoria,NY,0.0,0.0,0.0,0,,,0.0,131.0,0.0687,0.4427,0.4046,0.0153,0.0153,0.0,0.0,0.0,0.0534,0.2748,1,0.6862,0.5759,0.4186,14400,9768.5
Concordia College-New York,Bronxville,NY,0.0,0.0,0.0,1,425.0,435.0,0.0,886.0,0.35100000000000003,0.2156,0.2212,0.0282,0.0023,0.0,0.0203,0.1253,0.0361,0.0621,1,0.4329,0.7024,0.3393,43200,26000
Continental School of Beauty Culture-Buffalo,Buffalo,NY,0.0,0.0,0.0,0,,,0.0,125.0,0.136,0.7040000000000001,0.096,0.0,0.048,0.0,0.016,0.0,0.0,0.384,1,0.7721,0.7256,0.3952,15400,9500
Continental School of Beauty Culture-Batavia,Batavia,NY,0.0,0.0,0.0,0,,,0.0,41.0,0.9024,0.0244,0.0488,0.0,0.0244,0.0,0.0,0.0,0.0,0.0,1,0.623,0.6721,0.3889,15900,9500
Continental School of Beauty Culture-Rochester,Rochester,NY,0.0,0.0,0.0,0,,,0.0,317.0,0.6025,0.2681,0.0726,0.0158,0.0,0.0032,0.0095,0.0,0.0284,0.3691,1,0.6267,0.7003,0.4759,18100,7731.5
Cooper Union for the Advancement of Science and Art,New York,NY,0.0,0.0,0.0,0,665.0,710.0,0.0,852.0,0.3333,0.054000000000000006,0.1045,0.2066,0.0117,0.0,0.0188,0.1373,0.1338,0.006999999999999999,1,0.1939,0.1786,0.053,53800,18250
Cornell University,Ithaca,NY,0.0,0.0,0.0,0,695.0,725.0,0.0,14195.0,0.4209,0.0597,0.1153,0.1722,0.0032,0.0007,0.0431,0.0966,0.0885,0.0009,1,0.163,0.3104,0.0133,72100,12034.5
Weill Cornell Medical College,New York,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,72100,12034.5
Corning Community College,Corning,NY,0.0,0.0,0.0,0,,,0.0,2807.0,0.8379,0.0495,0.0335,0.0082,0.0053,0.0,0.0338,0.0018,0.0299,0.3078,1,0.3849,0.3859,0.2284,30100,12000
Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,0.0,0.0,0.0,0,,,0.0,345.0,0.8261,0.0377,0.0145,0.0232,0.0,0.0,0.0232,0.0,0.0754,0.6493,1,0.3373,0.5828,0.5506,53700,16125
Culinary Institute of America,Hyde Park,NY,0.0,0.0,0.0,0,,,0.0,2778.0,0.5508,0.0518,0.1418,0.0569,0.0032,0.004,0.0277,0.1015,0.0623,0.0,1,0.2794,0.6324,0.2011,42200,15490.5
CUNY Bernard M Baruch College,New York,NY,0.0,0.0,0.0,0,590.0,645.0,0.0,14420.0,0.2503,0.0931,0.1924,0.3284,0.0017,0.0036,0.0138,0.1167,0.0,0.2513,1,0.4401,0.1758,0.2613,54900,11000
CUNY Borough of Manhattan Community College,New York,NY,0.0,0.0,0.0,0,,,0.0,25849.0,0.0916,0.2698,0.4425,0.114,0.0027,0.0039,0.0157,0.0598,0.0,0.3384,1,0.6757,0.1033,0.2504,34500,7500
CUNY Bronx Community College,Bronx,NY,0.0,0.0,0.0,0,,,0.0,10685.0,0.0243,0.2761,0.6389,0.0259,0.0019,0.0034,0.0066,0.0229,0.0,0.3608,1,0.6775,0.0982,0.3439,32100,7720
CUNY Brooklyn College,Brooklyn,NY,0.0,0.0,0.0,0,525.0,560.0,0.0,12925.0,0.3485,0.2217,0.2028,0.1774,0.002,0.0027,0.0149,0.0299,0.0,0.2409,1,0.4879,0.2179,0.2761,44500,10456
College of Staten Island CUNY,Staten Island,NY,0.0,0.0,0.0,0,485.0,520.0,0.0,12944.0,0.4868,0.1389,0.2182,0.1133,0.002,0.0029,0.012,0.0258,0.0,0.2258,1,0.45299999999999996,0.1921,0.195,40600,14666
CUNY City College,New York,NY,0.0,0.0,0.0,0,535.0,595.0,0.0,12175.0,0.1584,0.1723,0.3431,0.2361,0.0011,0.0053,0.0166,0.0671,0.0,0.2362,1,0.518,0.2225,0.2353,45800,11551
CUNY Graduate School and University Center,New York,NY,0.0,0.0,0.0,0,,,0.0,1297.0,0.3593,0.3308,0.2328,0.0702,0.0031,0.0,0.0023,0.0015,0.0,0.7379,1,0.2316,0.2042,0.8961,PrivacySuppressed,9318
CUNY Hostos Community College,Bronx,NY,0.0,0.0,0.0,0,,,0.0,6389.0,0.0227,0.2514,0.6428,0.0208,0.0016,0.0013,0.0074,0.0521,0.0,0.3677,1,0.6844,0.0735,0.3436,30700,7000
CUNY Hunter College,New York,NY,0.0,0.0,0.0,0,565.0,595.0,0.0,15778.0,0.2954,0.1001,0.2697,0.2464,0.0017,0.006999999999999999,0.0165,0.0631,0.0,0.2353,1,0.4209,0.1819,0.2224,45000,10053
CUNY John Jay College of Criminal Justice,New York,NY,0.0,0.0,0.0,0,475.0,495.0,0.0,12758.0,0.2028,0.1794,0.4553,0.1093,0.0022,0.0064,0.0154,0.0292,0.0,0.19899999999999998,1,0.5529999999999999,0.2067,0.2011,42400,10092
CUNY Kingsborough Community College,Brooklyn,NY,0.0,0.0,0.0,0,,,0.0,13625.0,0.2901,0.3215,0.2123,0.1247,0.0026,0.0014,0.0139,0.0335,0.0,0.2539,1,0.4908,0.0742,0.226,35300,6032
CUNY LaGuardia Community College,Long Island City,NY,0.0,0.0,0.0,0,,,0.0,17069.0,0.10800000000000001,0.1943,0.447,0.1526,0.0026,0.0032,0.0106,0.0818,0.0,0.3688,1,0.4869,0.0544,0.2876,32600,5500
CUNY Lehman College,Bronx,NY,0.0,0.0,0.0,0,495.0,500.0,0.0,9417.0,0.0691,0.2778,0.546,0.0617,0.002,0.0021,0.0052,0.036000000000000004,0.0,0.3773,1,0.531,0.2199,0.4516,40400,10000
CUNY Medgar Evers College,Brooklyn,NY,0.0,0.0,0.0,0,,,0.0,6241.0,0.0143,0.7951,0.1187,0.0215,0.0032,0.0027,0.0139,0.0306,0.0,0.32,1,0.6181,0.2143,0.4312,35000,8350
CUNY New York City College of Technology,Brooklyn,NY,0.0,0.0,0.0,0,,,0.0,16354.0,0.1208,0.2956,0.319,0.1974,0.004,0.0062,0.0099,0.0472,0.0,0.3591,1,0.562,0.1517,0.2853,37500,10101.5
CUNY Queens College,Queens,NY,0.0,0.0,0.0,0,520.0,570.0,0.0,14842.0,0.3189,0.0776,0.2848,0.2536,0.0028,0.0056,0.009000000000000001,0.0477,0.0,0.2548,1,0.3868,0.1522,0.2501,47500,11000
CUNY Queensborough Community College,Bayside,NY,0.0,0.0,0.0,0,,,0.0,14197.0,0.15,0.2299,0.3237,0.2117,0.0085,0.0096,0.0115,0.0552,0.0,0.3292,1,0.4946,0.0616,0.2012,35600,7843
CUNY School of Law,Long Island City,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,67100,PrivacySuppressed
CUNY York College,Jamaica,NY,0.0,0.0,0.0,0,435.0,465.0,0.0,7245.0,0.0663,0.4023,0.2393,0.2208,0.0095,0.0099,0.0095,0.0422,0.0,0.3003,1,0.5279,0.1028,0.2812,38700,9500
CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY,0.0,0.0,0.0,0,,,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4348,0.9129999999999999,0.1739,PrivacySuppressed,PrivacySuppressed
D'Youville College,Buffalo,NY,0.0,0.0,0.0,0,500.0,515.0,0.0,1796.0,0.7433,0.078,0.0473,0.0278,0.0061,0.0006,0.02,0.0568,0.02,0.1631,1,0.3421,0.6599,0.3099,48000,25500
Daemen College,Amherst,NY,0.0,0.0,0.0,0,,,0.0,1965.0,0.7354,0.1191,0.0595,0.0198,0.0036,0.002,0.0071,0.0076,0.0458,0.1471,1,0.3536,0.6746,0.2305,38300,21765.5
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,0.0,0.0,0.0,0,,,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1053,0.0,,,PrivacySuppressed
Dominican College of Blauvelt,Orangeburg,NY,0.0,0.0,0.0,0,435.0,435.0,0.0,1483.0,0.3338,0.1625,0.267,0.0816,0.0007,0.0,0.0054,0.0121,0.1369,0.1443,1,0.4276,0.8788,0.201,49500,27000
Dowling College,Oakdale,NY,0.0,0.0,0.0,0,,,0.0,1281.0,0.3934,0.0968,0.0734,0.0047,0.0023,0.0023,0.0,0.0429,0.3841,0.1569,1,0.2502,0.44299999999999995,0.1404,41700,25350
Dutchess Community College,Poughkeepsie,NY,0.0,0.0,0.0,0,,,0.0,6885.0,0.6003,0.1361,0.1801,0.0182,0.0022,0.0007,0.0446,0.0129,0.0049,0.3312,1,0.2464,0.1936,0.1806,32500,10250
Belanger School of Nursing,Schenectady,NY,0.0,0.0,0.0,0,,,0.0,127.0,0.7638,0.1339,0.0472,0.0315,0.0079,0.0,0.0079,0.0,0.0079,0.6772,1,0.392,0.6,0.7398,60200,14758
Elmira Business Institute,Elmira,NY,0.0,0.0,0.0,0,,,0.0,400.0,0.83,0.0675,0.03,0.005,0.0075,0.0025,0.0025,0.0025,0.0525,0.2075,1,0.8379,0.8904,0.7193,20900,20000
Elmira College,Elmira,NY,0.0,0.0,0.0,0,530.0,530.0,0.0,1318.0,0.67,0.0372,0.0296,0.019,0.0061,0.0,0.0243,0.0508,0.1631,0.107,1,0.3104,0.7301,0.1092,42500,27000
Erie Community College,Buffalo,NY,0.0,0.0,0.0,0,,,0.0,10624.0,0.6282,0.161,0.065,0.0215,0.0072,0.0009,0.0362,0.0096,0.0703,0.2175,1,0.4312,0.2978,0.3365,32100,8250
Fashion Institute of Technology,New York,NY,0.0,0.0,0.0,0,,,0.0,8260.0,0.4719,0.0916,0.1668,0.0902,0.0013,0.0029,0.0361,0.1352,0.0039,0.1051,1,0.2556,0.3509,0.2825,45200,20000
Finger Lakes Community College,Canandaigua,NY,0.0,0.0,0.0,0,,,0.0,4250.0,0.7682,0.0791,0.0478,0.0052,0.0052,0.0,0.0238,0.0021,0.0687,0.2339,1,0.39299999999999996,0.385,0.2727,28600,12000
Five Towns College,Dix Hills,NY,0.0,0.0,0.0,0,,,0.0,637.0,0.5071,0.2104,0.1554,0.0361,0.0047,0.0,0.0408,0.0,0.0455,0.0298,1,0.457,0.7487,0.0947,33500,25292.5
Fordham University,Bronx,NY,0.0,0.0,0.0,1,620.0,630.0,0.0,8485.0,0.6039,0.045,0.1391,0.0924,0.0012,0.0008,0.033,0.0645,0.0202,0.0532,1,0.1977,0.5274,0.0787,56200,25000
The International Culinary Center,New York,NY,0.0,0.0,0.0,0,,,0.0,452.0,0.3916,0.0863,0.1969,0.1881,0.0,0.0088,0.0708,0.0,0.0575,0.5044,1,0.1844,0.2141,0.5811,36600,6333
Fulton-Montgomery Community College,Johnstown,NY,0.0,0.0,0.0,0,,,0.0,2008.0,0.6459,0.0891,0.132,0.008,0.001,0.0005,0.0249,0.0637,0.0349,0.2445,1,0.4826,0.4416,0.2294,29800,13006
Gemological Institute of America-New York,New York,NY,0.0,0.0,0.0,0,,,0.0,202.0,0.2921,0.005,0.0248,0.2525,0.0,0.0,0.0198,0.0,0.4059,0.0,1,0.0282,0.0565,0.4663,38100,PrivacySuppressed
The General Theological Seminary,New York,NY,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Genesee Community College,Batavia,NY,0.0,0.0,0.0,0,,,0.0,4032.0,0.747,0.0938,0.0499,0.0055,0.0104,0.0002,0.0218,0.0268,0.0446,0.2693,1,0.3485,0.2337,0.2214,29900,10675
Gloria Francis School of Make-Up Artistry,Hicksville,NY,0.0,0.0,0.0,0,,,0.0,100.0,0.43,0.14,0.27,0.14,0.0,0.0,0.02,0.0,0.0,0.52,1,0.5357,0.6429,,,4434
Hamilton College,Clinton,NY,0.0,0.0,0.0,0,690.0,700.0,0.0,1890.0,0.6423,0.0392,0.0783,0.073,0.0005,0.0,0.0286,0.0471,0.091,0.0,1,0.1407,0.3718,0.0067,54800,15300
Hartwick College,Oneonta,NY,0.0,0.0,0.0,0,,,0.0,1528.0,0.6779999999999999,0.0785,0.07,0.0203,0.0039,0.0,0.0,0.0347,0.1145,0.0144,1,0.3195,0.7176,0.0284,41800,27000
Helene Fuld College of Nursing,New York,NY,0.0,0.0,0.0,0,,,0.0,443.0,0.0858,0.7607,0.08800000000000001,0.0632,0.0,0.0,0.0023,0.0,0.0,0.4266,1,0.4242,0.6944,0.9621,84200,14250
Herkimer County Community College,Herkimer,NY,0.0,0.0,0.0,0,,,0.0,2242.0,0.7244,0.1311,0.0357,0.0085,0.0045,0.0,0.0045,0.0486,0.0428,0.1824,1,0.4964,0.4796,0.2609,29000,11962
Hilbert College,Hamburg,NY,0.0,0.0,0.0,1,,,0.0,932.0,0.7479,0.0858,0.0247,0.0021,0.0182,0.0011,0.0376,0.0075,0.0751,0.0966,1,0.4663,0.7865,0.1882,39800,25536
Hobart William Smith Colleges,Geneva,NY,0.0,0.0,0.0,0,,,0.0,2344.0,0.698,0.0465,0.0619,0.0324,0.006,0.0009,0.0,0.0508,0.1037,0.0009,1,0.1639,0.4848,0.0165,48600,27000
Hofstra University,Hempstead,NY,0.0,0.0,0.0,0,565.0,575.0,0.0,6803.0,0.5643,0.0878,0.14300000000000002,0.0895,0.0029,0.0097,0.0235,0.037000000000000005,0.0422,0.0548,1,0.23399999999999999,0.5324,0.0511,53100,23500
Houghton College,Houghton,NY,0.0,0.0,0.0,1,565.0,555.0,0.0,1010.0,0.7901,0.0248,0.0178,0.0168,0.002,0.0,0.0406,0.0851,0.0228,0.0168,1,0.4107,0.7125,0.0981,41800,25500
Hudson Valley Community College,Troy,NY,0.0,0.0,0.0,0,,,0.0,8582.0,0.7474,0.1067,0.0592,0.0451,0.0044,0.0031,0.0275,0.0036,0.0029,0.2808,1,0.2901,0.2672,0.2656,35700,10500
Hunter Business School,Levittown,NY,0.0,0.0,0.0,0,,,0.0,1005.0,0.5274,0.201,0.19399999999999998,0.0318,0.002,0.003,0.0378,0.001,0.002,0.3323,1,0.7484,0.583,0.6338,24400,7173
Institute of Design and Construction,Brooklyn,NY,0.0,0.0,0.0,1,,,0.0,65.0,0.2308,0.3846,0.2,0.1231,0.0154,0.0,0.0462,0.0,0.0,0.3692,0,0.466,0.1553,0.6699,46700,PrivacySuppressed
Institute of Audio Research,New York,NY,0.0,0.0,0.0,0,,,0.0,473.0,0.2114,0.444,0.2685,0.0381,0.0,0.0,0.0021,0.0021,0.0338,0.1163,1,0.6376,0.737,0.4286,29200,9500
Iona College,New Rochelle,NY,0.0,0.0,0.0,1,505.0,510.0,0.0,3052.0,0.5816,0.0813,0.2048,0.0226,0.002,0.0016,0.0174,0.0239,0.0649,0.0193,1,0.2628,0.5770000000000001,0.0158,51800,25400
Isabella Graham Hart School of Practical Nursing,Rochester,NY,0.0,0.0,0.0,0,,,0.0,45.0,0.8444,0.1111,0.0222,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6582,0.7595,0.9605,36500,PrivacySuppressed
Island Drafting and Technical Institute,Amityville,NY,0.0,0.0,0.0,0,,,0.0,110.0,0.4182,0.1091,0.2182,0.0182,0.0,0.0091,0.0455,0.0,0.1818,0.0,1,0.7423,0.8351,0.4632,42900,PrivacySuppressed
Ithaca College,Ithaca,NY,0.0,0.0,0.0,0,,,0.0,6087.0,0.7058,0.0537,0.0752,0.0352,0.0015,0.0003,0.0279,0.0169,0.0835,0.0138,1,0.2007,0.6816,0.0099,50400,26000
Jamestown Community College,Jamestown,NY,0.0,0.0,0.0,0,,,0.0,3187.0,0.8208,0.0427,0.0697,0.0075,0.0132,0.0013,0.0264,0.0091,0.0094,0.2243,1,0.4031,0.2522,0.21899999999999997,28400,9250
Jamestown Business College,Jamestown,NY,0.0,0.0,0.0,0,,,0.0,318.0,0.7044,0.0189,0.1604,0.0,0.0629,0.0063,0.0377,0.0,0.0094,0.0126,1,0.7709,0.5636,0.4618,24200,12050
Jefferson Community College,Watertown,NY,0.0,0.0,0.0,0,,,0.0,3009.0,0.7311,0.0744,0.1077,0.0096,0.006,0.004,0.0366,0.0093,0.0213,0.2915,1,0.4831,0.3251,0.3656,30100,9128
Jewish Theological Seminary of America,New York,NY,0.0,0.0,0.0,1,675.0,675.0,0.0,156.0,0.9295,0.0064,0.0064,0.0064,0.0,0.0,0.0,0.0256,0.0256,0.0,1,0.0,0.3313,0.0307,PrivacySuppressed,PrivacySuppressed
The Juilliard School,New York,NY,0.0,0.0,0.0,0,,,0.0,509.0,0.4244,0.0472,0.057,0.1336,0.0,0.002,0.0609,0.2574,0.0177,0.002,1,0.1532,0.3838,0.1308,29000,27000
SBI Campus-An Affiliate of Sanford-Brown,Melville,NY,0.0,0.0,0.0,0,,,0.0,240.0,0.0333,0.025,0.0542,0.0083,0.0,0.0,0.0167,0.0,0.8625,0.125,1,0.7482,0.8978,0.4051,33300,10135.5
Kehilath Yakov Rabbinical Seminary,Ossining,NY,0.0,1.0,0.0,1,,,0.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.825,0.0,0.0,PrivacySuppressed,PrivacySuppressed
Keuka College,Keuka Park,NY,0.0,0.0,0.0,1,,,0.0,1797.0,0.7691,0.0774,0.0334,0.0067,0.0061,0.0033,0.0089,0.0306,0.0646,0.2504,1,0.4295,0.7732,0.4568,42100,27000
LIM College,New York,NY,0.0,0.0,0.0,0,470.0,450.0,0.0,1548.0,0.5517,0.1525,0.1693,0.0465,0.0039,0.0084,0.0123,0.0317,0.0239,0.08199999999999999,1,0.3133,0.6451,0.0436,47300,26335
Le Moyne College,Syracuse,NY,0.0,0.0,0.0,1,520.0,535.0,0.0,2728.0,0.7933,0.0554,0.0491,0.026000000000000002,0.0044,0.0007,0.0202,0.0066,0.0444,0.0876,1,0.321,0.6944,0.1013,48500,26248.5
LIU Brooklyn,Brooklyn,NY,0.0,0.0,0.0,0,,,0.0,4755.0,0.2101,0.3211,0.1518,0.1647,0.0029,0.0013,0.0177,0.0204,0.11,0.1356,1,0.5985,0.6916,0.2791,44600,25499
LIU Post,Brookville,NY,0.0,0.0,0.0,0,470.0,475.0,0.0,3774.0,0.4701,0.1131,0.1343,0.0427,0.0013,0.0005,0.0164,0.1052,0.1163,0.111,1,0.1664,0.2876,0.0753,44600,25499
Long Island Beauty School-Hempstead,Hempstead,NY,0.0,0.0,0.0,0,,,0.0,127.0,0.0709,0.5748,0.2441,0.0,0.0,0.0157,0.063,0.0157,0.0157,0.4094,1,0.4459,0.3723,0.619,18800,7980.5
Long Island Business Institute,Flushing,NY,0.0,0.0,0.0,0,,,0.0,376.0,0.1995,0.1144,0.1223,0.4468,0.0,0.0,0.0,0.109,0.008,0.242,1,0.9013,0.1278,0.6525,16500,17199
LIU Hudson at Rockland,Orangeburg,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,44600,25499
LIU Brentwood,Brentwood,NY,0.0,0.0,0.0,0,,,0.0,15.0,0.0,0.1333,0.2667,0.0,0.0,0.0,0.5333,0.0,0.0667,0.4,1,0.5652,0.7826,0.7826,44600,25499
Machzikei Hadath Rabbinical College,Brooklyn,NY,0.0,1.0,0.0,0,,,0.0,147.0,0.9592,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.0,0.0,1,0.8243,0.0,0.0676,PrivacySuppressed,PrivacySuppressed
Mandl School-The College of Allied Health,New York,NY,0.0,0.0,0.0,0,,,0.0,707.0,0.0212,0.4045,0.5007,0.0184,0.0014,0.0113,0.0099,0.0,0.0325,0.1047,1,0.9066,0.8581,0.5954,29700,14250
Manhattan College,Riverdale,NY,0.0,0.0,0.0,1,535.0,555.0,0.0,3471.0,0.5621,0.0375,0.191,0.04,0.002,0.0,0.0199,0.0268,0.1207,0.0562,1,0.2871,0.6242,0.0702,61700,26000
Manhattan School of Music,New York,NY,0.0,0.0,0.0,0,,,0.0,389.0,0.3239,0.0231,0.0694,0.0668,0.0,0.0,0.0488,0.4319,0.036000000000000004,0.0103,1,0.1538,0.3236,0.0371,19300,23700
Manhattanville College,Purchase,NY,0.0,0.0,0.0,0,,,0.0,1754.0,0.2822,0.0792,0.1306,0.0108,0.0011,0.0006,0.0171,0.0867,0.3917,0.0268,1,0.3374,0.6556,0.0378,47500,26000
Maria College of Albany,Albany,NY,0.0,0.0,0.0,0,,,0.0,849.0,0.6608,0.1284,0.0318,0.0212,0.0035,0.0,0.0165,0.0012,0.1366,0.7138,1,0.2955,0.6977,0.6295,41800,20000
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,0.0,0.0,0.0,0,,,0.0,29.0,0.6207,0.3103,0.0345,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7188,0.8438,0.5,PrivacySuppressed,15000
Marist College,Poughkeepsie,NY,0.0,0.0,0.0,0,,,0.0,5240.0,0.7752,0.0399,0.0916,0.0279,0.0017,0.0011,0.0206,0.0181,0.0239,0.0702,1,0.1597,0.5571,0.0794,53300,25899
MarJon School of Beauty ltd-Tonawanda,Tonawanda,NY,0.0,0.0,0.0,0,,,0.0,64.0,0.4375,0.5313,0.0,0.0156,0.0,0.0,0.0,0.0,0.0156,0.2656,0,0.7813,0.7813,0.4773,18700,9500
Marymount Manhattan College,New York,NY,0.0,0.0,0.0,0,545.0,510.0,0.0,1831.0,0.5756,0.0994,0.1688,0.0295,0.0087,0.0016,0.0137,0.0497,0.053,0.11199999999999999,1,0.2495,0.6152,0.1195,38100,23000
Medaille College,Buffalo,NY,0.0,0.0,0.0,0,420.0,420.0,0.0,1914.0,0.6066,0.2079,0.0575,0.0162,0.0063,0.0026,0.0397,0.0,0.0632,0.0862,1,0.5402,0.8593,0.2438,37900,25000
Memorial College of Nursing,Albany,NY,0.0,0.0,0.0,0,,,0.0,131.0,0.9008,0.0611,0.0305,0.0076,0.0,0.0,0.0,0.0,0.0,0.9159999999999999,1,0.3902,0.5935,0.7073,45400,13610.5
Memorial Hospital School of Radiation Therapy Technology,New York,NY,0.0,0.0,0.0,0,,,0.0,15.0,0.8,0.0667,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1333,0.5333,0.6,PrivacySuppressed,PrivacySuppressed
Mercy College,Dobbs Ferry,NY,0.0,0.0,0.0,0,,,0.0,6402.0,0.2741,0.2677,0.3568,0.0345,0.0028,0.0022,0.0203,0.0098,0.0317,0.2018,1,0.5508,0.6065,0.3079,36800,23111
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,0.0,1.0,0.0,1,,,0.0,276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6449,0.0,0.2029,PrivacySuppressed,PrivacySuppressed
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,0.0,1.0,0.0,0,,,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6667,0.0,0.0,PrivacySuppressed,PrivacySuppressed
Mesivtha Tifereth Jerusalem of America,New York,NY,0.0,1.0,0.0,1,,,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.58,0.0,0.0,PrivacySuppressed,PrivacySuppressed
Southern Westchester BOCES-Practical Nursing Program,Harrison,NY,0.0,0.0,0.0,0,,,0.0,165.0,0.1152,0.6242,0.1455,0.0242,0.0,0.0,0.0,0.0,0.0909,0.7333,1,0.5333,0.5722,0.8889,58100,11693
Midway Paris Beauty School,Ridgewood,NY,0.0,0.0,0.0,0,,,0.0,108.0,0.2593,0.2222,0.4444,0.0,0.0,0.0278,0.0,0.0463,0.0,0.4352,1,0.6228,0.2156,0.6699,15200,6725
Mildred Elley School-Albany Campus,Albany,NY,0.0,0.0,0.0,0,,,0.0,603.0,0.2703,0.4444,0.0896,0.0149,0.005,0.0017,0.0,0.0017,0.1725,0.0,1,0.6051,0.5996,0.6936,23300,17865
Mirrer Yeshiva Cent Institute,Brooklyn,NY,0.0,1.0,0.0,1,,,0.0,132.0,0.9394,0.0,0.0,0.0,0.0,0.0,0.0,0.0606,0.0,0.0,1,0.494,0.0,0.0313,12100,PrivacySuppressed
Modern Welding School,Schenectady,NY,0.0,0.0,0.0,0,,,0.0,88.0,0.9205,0.0341,0.0341,0.0,0.0,0.0114,0.0,0.0,0.0,0.3182,1,0.5739,0.6783,0.5631,34400,7019
Mohawk Valley Community College,Utica,NY,0.0,0.0,0.0,0,,,0.0,5153.0,0.7407,0.0796,0.084,0.0454,0.0047,0.0014,0.0274,0.0128,0.0041,0.2263,1,0.5205,0.3525,0.2893,30300,11860
Molloy College,Rockville Centre,NY,0.0,0.0,0.0,1,525.0,535.0,0.0,3293.0,0.6259,0.1248,0.1445,0.0698,0.003,0.0052,0.0094,0.0024,0.0149,0.188,1,0.317,0.7559,0.2599,55900,27000
