carat,cut,color,clarity,depth,table,price,x,y,z
0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69
0.82,Ideal,I,VS1,61.6,57.0,2986,6.0,6.05,3.71
0.84,Ideal,G,SI2,62.0,56.0,2986,6.02,6.05,3.74
0.7,Ideal,G,VS1,61.3,59.0,2987,5.68,5.7,3.49
0.74,Ideal,D,SI1,61.5,56.0,2987,5.8,5.84,3.58
0.77,Premium,E,SI1,61.7,58.0,2988,5.86,5.9,3.63
0.6,Very Good,F,IF,60.1,54.0,2988,5.5,5.58,3.33
1.03,Very Good,G,I1,63.2,58.0,2988,6.44,6.34,4.04
0.76,Ideal,I,IF,61.6,55.0,2988,5.92,5.89,3.64
0.72,Ideal,F,VS2,62.1,54.0,2989,5.76,5.8,3.59
0.83,Premium,D,SI1,61.3,58.0,2990,6.03,6.0,3.69
0.76,Very Good,G,VS2,62.1,54.0,2990,5.88,5.94,3.67
0.72,Very Good,E,VS2,62.9,57.0,2990,5.68,5.73,3.59
0.57,Good,E,VVS1,59.1,65.0,2990,5.34,5.43,3.18
0.75,Ideal,G,VS2,60.6,55.0,2991,5.91,5.93,3.59
0.7,Ideal,D,VS2,60.3,60.0,2991,5.71,5.76,3.46
0.7,Very Good,E,VS2,62.8,56.0,2992,5.66,5.68,3.56
0.75,Ideal,H,VVS2,62.0,55.1,2992,5.83,5.85,3.62
1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93
0.69,Very Good,F,VVS2,61.5,60.0,2993,5.64,5.67,3.48
0.87,Very Good,H,SI2,61.0,56.0,2993,6.15,6.19,3.77
0.75,Very Good,E,SI1,63.6,56.0,2993,5.73,5.75,3.65
0.7,Ideal,G,VVS2,63.0,55.0,2993,5.65,5.69,3.57
0.7,Ideal,F,VS1,62.4,55.0,2993,5.65,5.7,3.54
0.75,Ideal,E,SI1,61.1,57.0,2993,5.83,5.86,3.57
0.72,Ideal,D,SI1,61.1,59.0,2993,5.76,5.8,3.53
1.01,Fair,G,SI1,65.1,57.0,2993,6.27,6.22,4.07
0.71,Very Good,F,VS2,59.6,56.0,2994,5.84,5.88,3.49
0.71,Very Good,G,VS1,59.3,55.0,2994,5.88,5.95,3.51
0.81,Very Good,G,VS2,63.1,58.0,2994,5.88,5.84,3.7
1.24,Premium,J,I1,61.9,55.0,2994,6.92,6.85,4.26
0.81,Premium,G,VS2,62.0,58.0,2994,5.95,5.92,3.68
0.81,Premium,D,SI2,61.7,58.0,2994,5.97,5.93,3.67
0.73,Ideal,D,SI1,61.4,56.0,2995,5.78,5.82,3.56
0.7,Ideal,G,VS1,60.9,56.0,2995,5.76,5.8,3.52
0.91,Fair,F,SI2,65.3,51.0,2996,6.05,5.98,3.93
0.88,Very Good,I,VS1,63.3,55.0,2996,6.11,6.06,3.85
0.77,Ideal,D,SI1,61.4,56.0,2996,5.9,5.93,3.63
0.74,Ideal,I,VS2,61.9,55.0,2997,5.8,5.83,3.6
0.72,Ideal,H,SI1,61.1,56.0,2997,5.78,5.8,3.54
0.7,Ideal,D,VS2,62.8,57.0,2998,5.69,5.75,3.59
0.72,Ideal,H,VS1,61.4,56.0,2998,5.79,5.81,3.56
0.7,Ideal,F,VS1,61.6,57.0,2998,5.7,5.73,3.52
1.01,Fair,J,VVS2,66.0,56.0,2998,6.29,6.22,4.13
0.85,Fair,G,VS1,57.7,67.0,2998,6.26,6.19,3.59
0.7,Very Good,D,VS2,59.7,59.0,2999,5.82,5.78,3.46
0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58
1.02,Fair,H,I1,61.5,60.0,2999,6.4,6.34,3.92
0.87,Premium,F,SI2,61.6,58.0,2999,6.14,6.1,3.77
0.71,Ideal,F,SI1,61.9,56.0,2999,5.69,5.74,3.54
0.7,Premium,G,VVS2,60.6,60.0,2999,5.77,5.69,3.47
0.74,Premium,E,VS1,62.7,58.0,2999,5.83,5.74,3.63
0.74,Premium,E,VS1,60.9,62.0,2999,5.83,5.8,3.54
0.7,Premium,G,VVS2,60.2,61.0,2999,5.74,5.66,3.43
0.77,Ideal,E,SI1,62.5,56.0,3000,5.87,5.91,3.68
0.93,Good,J,VS2,63.6,61.0,3000,6.16,6.08,3.89
0.9,Premium,I,SI2,60.6,60.0,3001,6.23,6.28,3.79
0.9,Very Good,I,SI2,62.5,58.0,3001,6.1,6.15,3.83
0.9,Ideal,I,SI2,62.0,56.0,3001,6.16,6.2,3.83
0.72,Very Good,D,SI1,61.5,58.0,3001,5.74,5.78,3.54
0.7,Premium,D,VS1,61.6,61.0,3001,5.66,5.61,3.47
0.7,Good,D,VS1,63.6,60.0,3001,5.61,5.52,3.54
0.7,Very Good,D,VS1,63.4,59.0,3001,5.58,5.55,3.53
0.6,Ideal,G,VVS1,62.1,56.0,3001,5.42,5.43,3.37
0.75,Very Good,H,VVS2,60.6,57.0,3002,5.86,5.89,3.56
0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74
0.77,Very Good,E,SI2,60.4,58.0,3002,5.91,5.95,3.58
0.71,Premium,D,VS2,62.1,60.0,3002,5.68,5.72,3.54
0.89,Good,H,SI2,63.3,59.0,3002,6.04,6.09,3.84
0.72,Good,F,VS1,63.8,58.0,3002,5.68,5.63,3.61
0.72,Ideal,G,VVS2,61.6,55.0,3002,5.78,5.77,3.56
0.8,Premium,G,VS2,60.6,59.0,3002,6.02,5.97,3.63
0.73,Fair,F,VS1,58.6,66.0,3002,5.92,5.88,3.46
0.76,Ideal,E,SI1,61.5,56.0,3003,5.89,5.91,3.63
1.01,Fair,D,SI2,64.6,56.0,3003,6.31,6.24,4.05
0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39
0.81,Premium,F,SI1,61.9,58.0,3004,5.99,5.96,3.7
0.81,Ideal,F,SI1,61.8,55.0,3004,6.04,6.0,3.72
0.7,Ideal,H,VS1,61.7,55.0,3004,5.69,5.72,3.52
0.61,Ideal,E,VS1,61.3,54.0,3004,5.53,5.5,3.38
0.78,Ideal,G,SI1,60.6,57.0,3004,5.95,5.97,3.61
0.72,Ideal,F,SI1,62.3,56.0,3004,5.77,5.79,3.6
0.92,Premium,D,SI2,60.2,61.0,3004,6.32,6.27,3.79
0.75,Very Good,E,SI1,61.1,59.0,3005,5.85,5.9,3.59
0.55,Ideal,F,VVS1,61.2,54.0,3005,5.3,5.35,3.26
0.8,Very Good,H,SI1,63.0,57.0,3005,5.89,5.95,3.73
0.72,Ideal,I,VS1,60.4,56.0,3005,5.8,5.86,3.52
0.73,Ideal,H,VVS1,61.6,57.0,3005,5.81,5.78,3.57
0.91,Very Good,I,SI2,63.4,58.0,3006,6.08,6.12,3.87
0.91,Very Good,G,SI2,62.8,59.0,3006,6.09,6.14,3.84
0.71,Premium,E,VS1,61.1,58.0,3006,5.8,5.76,3.53
0.71,Very Good,E,VS1,63.2,60.0,3006,5.63,5.6,3.55
0.55,Premium,D,VVS1,60.3,59.0,3006,5.34,5.3,3.21
0.71,Ideal,I,VVS2,60.7,57.0,3007,5.76,5.8,3.51
0.71,Ideal,I,VVS2,60.4,57.0,3007,5.78,5.81,3.5
0.7,Premium,E,VVS2,62.7,53.0,3007,5.65,5.61,3.53
0.71,Ideal,G,SI1,61.3,55.0,3007,5.73,5.79,3.53
0.71,Ideal,G,SI1,61.6,55.0,3007,5.72,5.78,3.54
0.71,Ideal,G,SI1,61.9,56.0,3007,5.73,5.76,3.55
0.71,Ideal,G,SI1,61.6,57.0,3007,5.73,5.76,3.54
0.71,Ideal,G,SI1,61.4,56.0,3007,5.72,5.77,3.53
0.76,Ideal,D,SI1,61.2,57.0,3007,5.88,5.91,3.61
0.91,Very Good,F,SI1,63.1,60.0,3007,6.13,6.1,3.86
0.7,Very Good,D,VS1,60.4,58.0,3008,5.71,5.78,3.47
0.61,Ideal,G,VVS1,61.2,56.0,3008,5.46,5.48,3.35
0.7,Ideal,F,VS2,61.3,57.0,3008,5.7,5.76,3.51
0.82,Premium,H,VS1,62.5,59.0,3008,5.96,5.94,3.72
0.71,Very Good,E,VS1,63.7,58.0,3009,5.63,5.68,3.6
0.71,Very Good,E,VS1,62.1,57.0,3009,5.67,5.69,3.53
0.71,Very Good,E,VS1,63.4,58.0,3009,5.64,5.68,3.59
0.74,Very Good,E,SI1,61.3,58.0,3009,5.8,5.84,3.57
0.83,Ideal,F,SI1,62.1,57.0,3010,6.0,6.02,3.73
0.83,Very Good,F,SI1,62.1,58.0,3010,5.98,6.06,3.74
0.8,Ideal,I,VS1,60.7,59.0,3010,5.98,6.02,3.64
0.8,Ideal,D,SI1,62.2,57.0,3011,5.89,5.85,3.65
0.73,Very Good,G,VS1,60.7,55.0,3011,5.87,5.89,3.57
1.0,Very Good,G,I1,62.5,62.0,3011,6.42,6.35,3.99
1.2,Fair,J,I1,64.9,59.0,3011,6.61,6.54,4.27
1.2,Fair,I,I1,62.2,66.0,3011,6.77,6.7,4.2
1.2,Fair,I,I1,66.2,55.0,3011,6.61,6.51,4.34
0.61,Ideal,E,VVS2,62.0,54.0,3011,5.43,5.47,3.38
0.7,Ideal,F,VS2,61.9,55.0,3011,5.7,5.74,3.54
0.7,Ideal,F,VS2,61.8,57.0,3011,5.67,5.75,3.53
0.7,Ideal,F,VS2,62.7,55.0,3011,5.66,5.69,3.56
0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51
0.77,Ideal,D,SI2,62.3,55.0,3011,5.9,5.85,3.66
0.75,Ideal,H,SI1,61.9,55.0,3011,5.82,5.85,3.61
0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61
1.0,Fair,E,SI2,55.4,62.0,3011,6.63,6.59,3.66
0.78,Very Good,G,VS2,61.3,60.0,3012,5.89,5.96,3.63
0.82,Ideal,E,SI2,62.2,57.0,3012,6.0,5.97,3.72
0.72,Ideal,G,VS2,61.7,56.0,3012,5.74,5.78,3.55
0.72,Ideal,E,SI1,61.0,57.0,3012,5.77,5.8,3.53
0.72,Ideal,E,SI1,60.3,55.0,3012,5.85,5.89,3.54
0.8,Very Good,F,SI1,63.9,56.0,3013,5.84,5.87,3.74
0.75,Premium,F,VS2,61.6,58.0,3013,5.84,5.89,3.61
0.71,Very Good,F,VS1,62.1,53.0,3013,5.7,5.77,3.56
0.71,Ideal,F,VS1,61.1,57.0,3013,5.76,5.82,3.54
0.81,Ideal,E,SI2,61.8,56.0,3013,6.0,5.97,3.7
0.81,Ideal,E,SI2,60.1,57.0,3013,6.07,6.1,3.66
0.9,Premium,D,SI1,62.2,60.0,3013,6.08,6.05,3.77
0.78,Ideal,E,SI1,62.7,55.0,3014,5.9,5.87,3.69
0.71,Ideal,H,VVS1,61.8,56.0,3014,5.7,5.75,3.54
0.73,Very Good,D,SI1,60.8,59.0,3014,5.8,5.85,3.54
1.01,Premium,G,I1,61.1,61.0,3014,6.49,6.35,3.92
0.9,Good,G,SI2,63.7,62.0,3014,6.07,6.01,3.85
0.84,Very Good,G,SI2,62.8,57.0,3015,6.0,6.04,3.78
0.91,Very Good,E,SI2,58.6,63.0,3015,6.32,6.38,3.72
0.78,Ideal,H,VVS2,61.7,55.0,3015,5.9,5.94,3.65
0.81,Ideal,E,SI2,61.0,56.0,3015,5.99,6.05,3.67
0.72,Very Good,D,VS2,62.1,59.0,3016,5.7,5.73,3.55
0.7,Premium,E,VS1,61.8,58.0,3016,5.71,5.75,3.54
0.7,Ideal,E,VS1,62.7,57.0,3016,5.65,5.7,3.56
0.9,Good,F,SI2,64.2,62.0,3016,6.0,6.08,3.88
0.76,Ideal,H,VS2,61.9,55.0,3016,5.85,5.88,3.64
0.96,Premium,E,SI2,62.8,60.0,3016,6.3,6.24,3.94
0.9,Ideal,H,SI2,62.8,55.0,3016,6.18,6.11,3.86
0.7,Very Good,G,VS1,60.1,60.0,3017,5.73,5.76,3.45
0.71,Very Good,F,VS1,61.8,60.0,3017,5.66,5.7,3.51
1.12,Premium,G,I1,60.3,60.0,3017,6.75,6.69,4.05
0.7,Ideal,G,VS1,61.1,56.0,3017,5.72,5.74,3.5
0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
1.12,Very Good,G,I1,61.2,63.0,3017,6.68,6.59,4.05
0.7,Good,F,VVS1,63.2,58.0,3018,5.58,5.62,3.54
1.03,Very Good,G,I1,60.8,57.0,3018,6.51,6.55,3.97
0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53
0.71,Ideal,F,VVS2,62.6,56.0,3018,5.7,5.65,3.55
0.72,Ideal,H,VS2,61.2,57.0,3018,5.79,5.77,3.54
0.7,Good,E,VS1,60.2,61.0,3018,5.71,5.75,3.45
1.02,Very Good,F,SI2,63.3,56.0,3018,6.38,6.31,4.02
0.77,Premium,F,VS2,62.4,59.0,3018,5.85,5.81,3.64
0.7,Premium,F,VVS2,62.2,56.0,3018,5.72,5.63,3.53
0.93,Premium,G,SI2,61.4,56.0,3019,6.27,6.23,3.84
0.78,Premium,D,SI1,60.4,57.0,3019,6.02,5.97,3.62
0.71,Ideal,D,VS2,60.4,53.0,3020,5.81,5.85,3.52
0.73,Very Good,F,SI1,61.3,56.0,3023,5.78,5.84,3.56
0.65,Ideal,E,VVS2,62.1,57.0,3023,5.55,5.6,3.46
0.85,Ideal,G,SI1,61.6,55.0,3023,6.09,6.11,3.76
0.9,Good,H,SI2,63.1,60.0,3024,6.09,6.14,3.86
0.9,Good,H,SI2,63.1,55.0,3024,6.08,6.13,3.85
0.75,Premium,E,VS2,62.1,57.0,3024,5.9,5.79,3.63
0.9,Very Good,J,VS2,63.1,59.0,3024,6.09,6.05,3.83
0.9,Good,J,VS2,63.9,58.0,3024,6.15,6.08,3.91
0.72,Premium,E,VS2,60.4,61.0,3024,5.79,5.76,3.49
0.9,Fair,H,SI1,65.6,57.0,3024,6.04,6.01,3.95
0.72,Premium,E,VS2,62.5,59.0,3024,5.73,5.7,3.57
0.75,Good,D,SI1,63.6,58.0,3024,5.77,5.65,3.63
0.75,Premium,E,SI1,61.7,60.0,3024,5.84,5.8,3.59
0.72,Very Good,G,VS1,60.1,63.0,3024,5.86,5.82,3.51
0.75,Premium,D,SI1,59.2,58.0,3024,5.96,5.93,3.52
0.65,Very Good,D,VVS2,57.7,60.0,3025,5.69,5.74,3.3
0.7,Very Good,G,VS2,61.8,55.0,3026,5.69,5.74,3.53
0.59,Ideal,E,VVS2,61.8,57.0,3026,5.35,5.4,3.32
0.71,Ideal,E,VS2,62.3,56.0,3026,5.7,5.73,3.56
0.83,Ideal,H,VS2,61.3,54.0,3027,6.06,6.1,3.73
1.02,Fair,J,SI1,66.8,55.0,3027,6.25,6.18,4.15
1.0,Fair,G,SI2,64.9,57.0,3027,6.29,6.2,4.05
1.02,Premium,G,SI2,61.7,58.0,3027,6.46,6.41,3.97
0.77,Good,H,VVS2,57.9,61.0,3027,6.07,6.01,3.5
0.7,Very Good,F,VVS2,58.5,60.0,3028,5.82,5.94,3.44
0.8,Ideal,H,VS2,62.1,54.0,3030,5.96,5.99,3.71
0.74,Ideal,H,VS1,61.6,55.0,3030,5.79,5.83,3.58
0.77,Fair,F,VS1,66.8,57.0,3031,5.66,5.76,3.82
0.72,Premium,G,VS1,58.9,58.0,3032,5.93,5.85,3.47
1.01,Good,E,I1,63.8,57.0,3032,6.4,6.33,4.06
1.01,Very Good,H,SI2,63.5,55.0,3032,6.32,6.27,4.0
0.55,Ideal,F,VVS1,61.2,54.0,3032,5.35,5.3,3.26
0.71,Very Good,D,VS2,63.0,57.0,3033,5.67,5.7,3.58
0.73,Ideal,G,VS1,61.6,57.0,3033,5.76,5.79,3.56
0.76,Ideal,E,SI1,62.5,57.0,3033,5.8,5.82,3.63
0.52,Ideal,E,IF,61.1,57.0,3033,5.17,5.21,3.17
0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54
0.7,Very Good,D,VS2,63.2,60.0,3033,5.61,5.56,3.53
0.7,Good,D,VS2,63.9,58.0,3033,5.62,5.58,3.58
0.92,Fair,I,VS2,64.4,58.0,3033,6.13,6.1,3.94
0.91,Premium,H,SI1,63.0,57.0,3033,6.19,6.1,3.87
0.91,Ideal,I,SI2,61.6,57.0,3034,6.23,6.24,3.84
0.91,Good,I,SI2,60.2,59.0,3034,6.24,6.29,3.77
0.7,Ideal,G,VS1,61.4,57.0,3034,5.7,5.73,3.51
0.72,Very Good,E,VS2,63.8,57.0,3035,5.66,5.69,3.62
0.71,Ideal,E,VS2,59.5,57.0,3035,5.83,5.86,3.48
0.72,Ideal,G,VS1,62.4,59.0,3035,5.71,5.74,3.57
0.78,Ideal,D,SI1,62.4,57.0,3035,5.87,5.89,3.67
0.71,Ideal,D,SI1,60.6,57.0,3035,5.82,5.72,3.5
0.8,Very Good,H,VVS2,62.9,56.0,3036,5.9,5.96,3.73
0.74,Ideal,E,VS2,62.6,56.0,3036,5.73,5.81,3.61
0.74,Premium,D,SI1,62.4,59.0,3036,5.73,5.8,3.6
0.61,Ideal,D,VVS2,62.4,58.0,3036,5.38,5.42,3.37
0.78,Ideal,F,SI1,61.0,55.0,3036,6.0,5.96,3.65
0.7,Very Good,G,VVS1,63.3,57.0,3037,5.59,5.63,3.55
0.32,Good,E,SI1,63.3,56.0,561,4.34,4.35,2.75
0.32,Premium,G,VS2,60.5,58.0,561,4.41,4.42,2.67
0.4,Good,H,SI2,63.7,59.0,561,4.64,4.69,2.97
0.32,Premium,G,VS2,62.5,60.0,561,4.32,4.38,2.72
0.32,Ideal,G,VS2,61.4,56.0,561,4.37,4.39,2.69
0.32,Premium,G,VS2,59.8,59.0,561,4.48,4.52,2.69
0.32,Premium,I,VVS2,60.7,59.0,561,4.4,4.43,2.68
0.32,Very Good,G,VS2,60.2,57.0,561,4.42,4.45,2.67
0.32,Good,G,VS2,63.3,54.0,561,4.36,4.39,2.77
0.32,Good,H,VS1,63.1,57.0,561,4.34,4.37,2.75
0.32,Ideal,G,VS2,61.4,55.0,561,4.4,4.46,2.72
0.32,Ideal,G,VS2,59.8,57.0,561,4.43,4.46,2.66
0.32,Ideal,G,VS2,61.7,57.0,561,4.38,4.4,2.71
0.32,Premium,H,VS1,62.3,58.0,561,4.34,4.39,2.72
0.32,Very Good,H,VS1,63.0,57.0,561,4.32,4.35,2.73
0.32,Premium,G,VS2,61.9,58.0,561,4.36,4.43,2.72
0.32,Good,G,VS2,63.1,57.0,561,4.3,4.35,2.73
0.32,Very Good,H,VS1,63.0,57.0,561,4.37,4.39,2.76
0.32,Ideal,G,VS2,61.8,57.0,561,4.37,4.4,2.71
0.32,Very Good,H,VS1,61.7,58.0,561,4.37,4.41,2.71
0.32,Premium,H,VS1,61.7,58.0,561,4.38,4.44,2.72
0.32,Very Good,E,SI1,60.1,60.0,561,4.42,4.47,2.67
0.32,Ideal,G,VS2,61.8,55.0,561,4.41,4.42,2.73
0.32,Premium,G,VS2,61.7,60.0,561,4.32,4.4,2.69
0.32,Good,E,SI1,63.4,55.0,561,4.35,4.36,2.76
0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
0.32,Premium,G,VS2,62.3,58.0,561,4.36,4.41,2.73
0.32,Ideal,G,VS2,61.6,57.0,561,4.39,4.41,2.71
0.32,Ideal,H,VS1,61.9,55.0,561,4.4,4.42,2.73
0.32,Ideal,H,VS1,60.2,56.0,561,4.44,4.49,2.69
0.72,Ideal,E,SI1,62.2,58.0,3037,5.72,5.75,3.57
0.76,Ideal,H,VS2,61.4,57.0,3038,5.85,5.88,3.6
0.7,Ideal,H,VS2,61.5,56.0,3038,5.71,5.73,3.52
0.73,Ideal,E,SI1,62.2,56.0,3038,5.76,5.79,3.59
0.7,Very Good,G,VVS2,61.0,59.0,3039,5.67,5.7,3.47
0.7,Fair,F,VS1,64.9,59.0,3039,5.56,5.59,3.62
0.77,Very Good,D,SI1,62.1,58.0,3040,5.84,5.89,3.64
0.92,Premium,I,SI2,61.5,59.0,3040,6.27,6.21,3.84
0.73,Ideal,G,VS1,61.8,57.0,3041,5.78,5.81,3.58
0.71,Ideal,F,VS1,62.7,57.0,3041,5.66,5.7,3.56
0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55
0.81,Good,I,VS1,59.4,56.0,3042,5.97,6.11,3.59
0.71,Ideal,G,VVS2,62.5,57.0,3042,5.73,5.7,3.57
0.72,Very Good,G,VVS2,60.4,58.0,3043,5.77,5.82,3.5
0.81,Premium,F,SI1,61.9,59.0,3043,5.97,5.95,3.69
0.81,Ideal,I,SI1,61.3,56.0,3043,6.27,6.23,3.83
0.77,Very Good,F,SI1,59.6,60.0,3044,5.95,5.97,3.55
0.83,Ideal,G,SI1,62.1,57.0,3044,6.03,5.95,3.72
0.71,Very Good,F,VS1,62.2,55.0,3045,5.68,5.74,3.56
0.71,Very Good,F,VS1,61.2,57.0,3045,5.73,5.77,3.52
0.78,Very Good,F,SI1,62.4,58.0,3045,5.83,5.86,3.65
0.71,Very Good,D,VS2,62.8,56.0,3045,5.67,5.7,3.57
0.72,Premium,D,VS2,60.2,60.0,3045,5.76,5.81,3.48
1.14,Ideal,J,SI1,60.2,57.0,3045,6.81,6.71,4.07
0.75,Ideal,E,SI1,60.8,56.0,3045,5.91,5.89,3.59
0.75,Very Good,D,SI1,59.7,62.0,3046,5.89,5.94,3.53
0.7,Good,G,VVS2,61.1,61.0,3046,5.67,5.69,3.47
0.79,Very Good,F,SI1,61.5,58.0,3047,5.94,5.97,3.66
0.73,Fair,D,VS1,66.0,54.0,3047,5.56,5.66,3.7
0.91,Premium,G,SI2,60.1,62.0,3047,6.24,6.2,3.73
0.91,Premium,G,SI2,62.8,59.0,3047,6.14,6.12,3.85
0.93,Ideal,I,SI2,62.3,57.0,3047,6.22,6.2,3.87
0.82,Very Good,F,SI1,63.9,56.9,3048,5.85,5.92,3.76
0.75,Very Good,D,SI1,61.8,57.0,3048,5.78,5.81,3.58
0.72,Premium,H,IF,58.7,59.0,3048,5.94,5.88,3.47
0.72,Ideal,G,SI1,61.8,56.0,3048,5.7,5.76,3.55
0.72,Good,E,VS1,57.9,60.0,3048,5.97,5.91,3.44
0.72,Very Good,E,VS1,63.1,56.0,3048,5.7,5.65,3.58
0.9,Ideal,J,VS1,62.6,55.0,3048,6.13,6.11,3.83
0.72,Premium,D,SI1,60.5,57.0,3048,5.89,5.85,3.55
0.72,Premium,D,SI1,62.6,54.0,3048,5.78,5.72,3.6
0.75,Ideal,E,SI1,61.4,55.0,3049,5.8,5.86,3.58
0.66,Ideal,D,VVS2,61.6,57.0,3049,5.64,5.57,3.45
0.83,Ideal,E,SI2,61.9,53.0,3049,6.08,6.04,3.75
0.62,Very Good,D,VVS2,58.1,63.0,3050,5.59,5.66,3.27
0.8,Very Good,E,SI1,63.1,56.0,3050,5.93,5.83,3.71
0.76,Ideal,H,SI1,61.3,55.0,3050,5.87,5.93,3.62
0.76,Ideal,H,SI1,61.4,55.0,3050,5.82,5.9,3.6
0.82,Good,E,SI2,61.8,56.0,3050,5.95,5.99,3.69
0.81,Ideal,E,SI2,62.1,57.0,3050,5.97,5.91,3.69
1.02,Good,E,I1,63.1,60.0,3051,6.31,6.4,4.01
0.66,Very Good,G,IF,60.5,59.0,3051,5.69,5.74,3.46
0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55
0.77,Ideal,F,VS2,61.2,57.0,3052,5.93,5.97,3.64
0.7,Very Good,G,VVS2,60.2,61.0,3052,5.66,5.74,3.43
1.03,Fair,G,SI1,66.1,56.0,3052,6.26,6.2,4.12
0.7,Very Good,D,VS2,62.6,58.0,3053,5.67,5.7,3.56
0.71,Very Good,E,VS2,59.9,59.0,3053,5.79,5.83,3.48
0.7,Very Good,F,VS1,62.8,59.0,3053,5.65,5.69,3.56
0.71,Ideal,E,VS2,60.9,56.0,3053,5.77,5.83,3.53
0.81,Ideal,F,SI2,62.3,54.0,3053,5.94,5.98,3.72
0.78,Ideal,E,SI2,61.0,56.0,3053,5.92,5.98,3.63
0.75,Ideal,E,SI1,61.3,57.0,3053,5.84,5.91,3.6
0.79,Very Good,E,SI1,63.2,56.0,3053,5.91,5.83,3.71
0.79,Premium,G,VS1,62.3,56.0,3053,5.94,5.87,3.68
0.79,Premium,G,VS1,61.3,59.0,3053,5.97,5.91,3.64
0.79,Ideal,E,SI1,62.1,54.0,3053,5.96,5.92,3.69
0.7,Very Good,D,VS1,62.9,60.0,3054,5.62,5.67,3.55
1.01,Premium,H,SI2,61.1,60.0,3054,6.46,6.41,3.93
1.01,Premium,I,SI2,61.9,58.0,3054,6.45,6.41,3.98
1.01,Fair,I,SI2,66.1,58.0,3054,6.21,6.04,4.05
1.01,Fair,I,SI2,68.1,59.0,3054,6.14,6.11,4.17
0.78,Very Good,E,SI1,60.9,57.0,3055,5.93,5.97,3.62
0.65,Very Good,D,VVS2,59.9,58.0,3056,5.63,5.69,3.39
0.61,Ideal,E,VVS2,60.8,56.0,3056,5.5,5.47,3.34
0.78,Ideal,G,SI1,61.7,56.0,3056,5.9,5.93,3.65
0.76,Ideal,E,SI1,62.4,54.0,3056,5.84,5.86,3.65
0.9,Very Good,I,SI2,61.5,61.0,3057,6.13,6.16,3.78
0.92,Very Good,D,SI2,60.2,61.0,3057,6.27,6.32,3.79
0.57,Ideal,F,VVS1,61.1,55.0,3057,5.36,5.44,3.3
0.76,Good,F,VS1,59.9,61.0,3057,5.89,5.98,3.56
0.9,Good,I,SI2,60.7,58.0,3057,6.17,6.21,3.76
0.82,Fair,H,SI1,64.9,58.0,3057,5.82,5.77,3.76
0.91,Good,F,SI2,63.9,56.0,3058,6.11,6.06,3.89
0.79,Premium,D,SI1,61.4,59.0,3058,5.96,5.89,3.64
0.91,Premium,J,VS2,61.6,58.0,3058,6.28,6.23,3.85
0.72,Very Good,F,VS1,62.1,59.0,3059,5.69,5.74,3.55
0.81,Very Good,E,SI2,62.9,56.0,3059,5.87,5.9,3.7
0.71,Very Good,E,VS1,61.8,56.0,3059,5.74,5.78,3.56
1.03,Very Good,G,I1,62.4,57.0,3060,6.41,6.45,4.01
0.9,Good,G,SI2,63.6,57.0,3060,6.1,6.04,3.86
0.74,Very Good,H,VVS1,62.4,57.0,3061,5.76,5.81,3.61
0.7,Very Good,E,VS1,61.1,55.0,3061,5.72,5.77,3.51
0.71,Very Good,E,VS1,63.3,56.0,3061,5.64,5.68,3.58
0.9,Very Good,J,SI1,63.8,56.0,3061,6.11,6.14,3.91
0.71,Ideal,G,SI1,61.5,55.0,3061,5.75,5.79,3.55
0.91,Good,I,SI2,57.9,60.0,3061,6.46,6.39,3.72
0.71,Fair,G,VVS1,62.8,57.0,3062,5.67,5.57,3.53
0.7,Premium,F,VVS2,58.7,60.0,3062,5.8,5.75,3.39
0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55
0.9,Fair,F,SI2,65.7,63.0,3062,6.01,5.96,3.93
0.71,Premium,E,VS2,62.2,59.0,3062,5.71,5.61,3.52
0.71,Premium,E,VS2,62.0,61.0,3062,5.71,5.65,3.52
0.93,Premium,J,VS1,60.3,58.0,3062,6.37,6.31,3.82
0.7,Very Good,E,VS1,62.2,57.0,3063,5.63,5.68,3.52
0.7,Very Good,E,VS1,62.5,56.0,3063,5.64,5.68,3.54
0.7,Good,E,VS1,59.4,61.0,3063,5.79,5.83,3.45
0.71,Very Good,E,VS1,63.3,59.0,3064,5.64,5.68,3.58
0.76,Premium,E,VS2,61.7,62.0,3064,5.85,5.82,3.6
0.7,Ideal,F,VS2,61.4,56.0,3064,5.72,5.75,3.52
0.7,Ideal,F,VS2,61.6,55.0,3064,5.72,5.75,3.53
0.8,Ideal,F,SI2,61.4,56.0,3064,5.99,5.93,3.66
