Patron Type,Age Range,Home Library,Active Date,Checkouts,Renewals,Notice Preference,Year Patron Registered,Outside of County
ADULT,25 to 34 years,Richmond,2015-08-01,24,0,email,2003,False
ADULT,25 to 34 years,Main Library,2015-03-01,25,0,print,2011,False
ADULT,10 to 19 years,Merced,2011-05-01,51,8,email,2003,False
SENIOR,75 years and over,Main Library,2015-12-01,20,18,phone,2003,False
ADULT,45 to 54 years,Parkside,2012-07-01,84,23,email,2003,False
ADULT,25 to 34 years,Richmond,,0,0,email,2011,False
SENIOR,65 to 74 years,Main Library,2016-07-01,320,41,email,2007,False
SENIOR,75 years and over,Main Library,2015-06-01,0,0,email,2014,True
ADULT,20 to 24 years,Anza,2016-03-01,891,123,email,2006,False
AT USER JUVENILE,0 to 9 years,West Portal,2016-07-01,261,0,email,2016,False
SENIOR,75 years and over,West Portal,2016-06-01,217,40,email,2003,False
ADULT,35 to 44 years,Main Library,2014-03-01,11,22,email,2010,True
ADULT,25 to 34 years,Richmond,2016-07-01,14,2,email,2016,False
JUVENILE,0 to 9 years,Children's Bookmobile,2016-01-01,2,0,email,2012,False
ADULT,45 to 54 years,North Beach,2016-05-01,19,2,email,2004,False
ADULT,25 to 34 years,Main Library,2016-07-01,484,254,email,2009,False
ADULT,60 to 64 years,Main Library,,0,0,email,2014,True
JUVENILE,0 to 9 years,Ortega,2016-07-01,171,34,email,2008,False
ADULT,35 to 44 years,Mission,2013-02-01,196,109,email,2010,True
JUVENILE,0 to 9 years,Main Library,,0,0,email,2015,False
ADULT,45 to 54 years,Bernal Heights,2015-05-01,37,0,print,2014,False
ADULT,20 to 24 years,Ortega,2015-01-01,43,48,email,2012,False
SENIOR,75 years and over,Chinatown,2013-08-01,1,0,print,2012,False
SENIOR,65 to 74 years,Mission,2015-06-01,1,0,email,2012,False
ADULT,45 to 54 years,Main Library,2016-05-01,66,28,email,2003,False
JUVENILE,10 to 19 years,Excelsior,2016-01-01,130,0,phone,2011,False
ADULT,25 to 34 years,Ortega,2016-04-01,1193,164,email,2003,False
ADULT,25 to 34 years,Excelsior,2014-05-01,8,1,email,2014,False
YOUNG ADULT,10 to 19 years,Main Library,2016-06-01,6,3,phone,2008,False
ADULT,45 to 54 years,Excelsior,2016-05-01,13,0,email,2015,False
ADULT,45 to 54 years,Park,2015-07-01,3,0,email,2015,False
ADULT,35 to 44 years,Main Library,2014-10-01,2,0,phone,2014,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
JUVENILE,0 to 9 years,Richmond,2016-07-01,302,16,email,2016,False
ADULT,25 to 34 years,Main Library,2016-02-01,6,11,email,2014,False
YOUNG ADULT,10 to 19 years,Excelsior,2016-06-01,800,287,email,2005,False
ADULT,35 to 44 years,Main Library,2016-07-01,137,49,email,2010,False
SENIOR,65 to 74 years,Main Library,2013-10-01,99,8,email,2004,False
ADULT,25 to 34 years,North Beach,2016-06-01,59,7,email,2012,True
YOUNG ADULT,10 to 19 years,Bayview/Linda Brooks-Burton,2016-07-01,26,0,email,2011,False
ADULT,25 to 34 years,Sunset,2016-01-01,146,42,email,2007,False
WELCOME,45 to 54 years,Main Library,2014-12-01,1,0,email,2014,False
ADULT,35 to 44 years,Main Library,2016-06-01,126,71,email,2003,False
WELCOME,35 to 44 years,Main Library,2014-10-01,1,0,phone,2014,False
JUVENILE,10 to 19 years,Merced,2016-07-01,13,4,email,2012,False
ADULT,20 to 24 years,Richmond,2014-03-01,302,25,email,2006,False
ADULT,25 to 34 years,Bernal Heights,2014-01-01,8,17,email,2010,False
ADULT,25 to 34 years,Main Library,2015-06-01,19,23,email,2014,False
WELCOME,25 to 34 years,Chinatown,2016-03-01,0,0,print,2016,False
JUVENILE,0 to 9 years,North Beach,2016-07-01,150,10,phone,2011,False
ADULT,60 to 64 years,Bernal Heights,2015-03-01,258,2,email,2003,False
JUVENILE,0 to 9 years,Richmond,2014-07-01,4,0,email,2014,False
SENIOR,65 to 74 years,Mission,2013-12-01,26,0,email,2013,True
ADULT,25 to 34 years,Ingleside,2014-02-01,4,1,email,2012,True
ADULT,35 to 44 years,Bernal Heights,2014-11-01,1,0,email,2014,False
ADULT,25 to 34 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Portola,,0,0,email,2008,True
ADULT,35 to 44 years,Anza,2016-04-01,11,0,email,2015,False
ADULT,25 to 34 years,Main Library,2014-05-01,62,20,email,2010,False
ADULT,55 to 59 years,Western Addition,2014-10-01,9,0,email,2011,False
YOUNG ADULT,10 to 19 years,Chinatown,2014-06-01,593,93,phone,2006,False
JUVENILE,10 to 19 years,Marina,2016-05-01,23,2,email,2015,False
ADULT,55 to 59 years,Potrero,2016-07-01,1878,478,email,2003,False
SENIOR,65 to 74 years,Mission Bay,2016-07-01,553,30,email,2011,False
ADULT,55 to 59 years,Main Library,,0,0,email,2015,False
ADULT,25 to 34 years,Merced,,0,0,email,2016,False
JUVENILE,0 to 9 years,Bernal Heights,2015-11-01,68,3,print,2013,False
ADULT,45 to 54 years,Richmond,2015-09-01,17,6,email,2015,False
ADULT,35 to 44 years,Mission Bay,,0,0,email,2013,False
ADULT,20 to 24 years,Parkside,2014-03-01,3,0,email,2010,False
ADULT,35 to 44 years,Main Library,2014-05-01,56,14,email,2004,False
ADULT,35 to 44 years,Main Library,2016-01-01,140,6,email,2003,False
SENIOR,65 to 74 years,West Portal,2016-07-01,200,72,email,2003,False
YOUNG ADULT,10 to 19 years,Eureka Valley/Harvey Milk Memorial,,0,0,print,2014,False
ADULT,45 to 54 years,Main Library,2015-11-01,35,16,phone,2004,False
ADULT,25 to 34 years,Main Library,2013-07-01,1,0,email,2010,True
SENIOR,65 to 74 years,Richmond,2013-11-01,2109,1168,email,2003,False
ADULT,35 to 44 years,Presidio,,0,0,email,2016,False
ADULT,35 to 44 years,Main Library,2012-12-01,57,2,print,2008,False
YOUNG ADULT,10 to 19 years,Anza,2016-06-01,137,125,email,2009,False
ADULT,60 to 64 years,Potrero,,0,0,email,2011,False
SENIOR,75 years and over,Anza,2015-11-01,333,109,email,2003,False
ADULT,25 to 34 years,Mission,,0,0,email,2014,False
ADULT,45 to 54 years,Chinatown,2014-10-01,628,208,phone,2003,False
ADULT,45 to 54 years,Main Library,2012-09-01,4,0,email,2012,True
SENIOR,65 to 74 years,Main Library,2015-11-01,105,1,phone,2015,False
ADULT,45 to 54 years,Noe Valley/Sally Brunn,2014-09-01,20,0,email,2010,False
ADULT,45 to 54 years,Main Library,2016-04-01,93,26,email,2012,True
ADULT,45 to 54 years,Main Library,2014-01-01,82,17,email,2003,True
SENIOR,65 to 74 years,Parkside,2014-05-01,46,1,email,2005,False
ADULT,25 to 34 years,Bernal Heights,2015-06-01,30,30,email,2008,False
ADULT,25 to 34 years,Golden Gate Valley,2016-07-01,84,75,email,2013,False
ADULT,25 to 34 years,Main Library,,0,0,email,2016,False
ADULT,25 to 34 years,North Beach,,0,0,email,2015,True
ADULT,45 to 54 years,Main Library,2014-09-01,19,6,email,2007,False
JUVENILE,0 to 9 years,Portola,,0,0,email,2014,False
ADULT,25 to 34 years,Main Library,2015-07-01,4,2,email,2011,False
ADULT,35 to 44 years,Main Library,2013-11-01,85,21,phone,2003,True
ADULT,45 to 54 years,Main Library,2016-07-01,108,22,email,2009,False
JUVENILE,0 to 9 years,Ortega,,0,0,email,2014,False
ADULT,60 to 64 years,Mission,2016-06-01,69,52,email,2015,False
ADULT,45 to 54 years,Mission,2014-05-01,2,0,phone,2014,False
ADULT,25 to 34 years,Visitacion Valley,2016-07-01,84,0,email,2003,False
ADULT,45 to 54 years,Potrero,,0,0,email,2015,True
SENIOR,65 to 74 years,Mission,2016-07-01,1577,637,email,2003,False
ADULT,25 to 34 years,Richmond,,0,0,email,2016,False
ADULT,45 to 54 years,Main Library,2016-07-01,3,0,email,2011,False
ADULT,35 to 44 years,Excelsior,2016-07-01,24,2,email,2014,False
ADULT,45 to 54 years,Bayview/Linda Brooks-Burton,2016-06-01,42,0,email,2013,False
ADULT,45 to 54 years,Visitacion Valley,,3,0,phone,2003,True
SENIOR,75 years and over,Glen Park,2015-02-01,2,0,email,2015,True
ADULT,35 to 44 years,Merced,2015-09-01,19,0,email,2014,False
ADULT,55 to 59 years,Main Library,,0,0,email,2011,True
FRIENDS FOR LIFE,75 years and over,Richmond,2016-07-01,643,1864,print,2009,False
ADULT,25 to 34 years,Main Library,,0,0,email,2012,True
ADULT,45 to 54 years,Parkside,2013-08-01,909,23,phone,2003,False
SENIOR,65 to 74 years,Noe Valley/Sally Brunn,2016-07-01,433,69,email,2003,False
ADULT,25 to 34 years,Parkside,2016-01-01,6,5,email,2015,False
JUVENILE,10 to 19 years,Ortega,2016-07-01,322,22,email,2010,False
ADULT,25 to 34 years,Main Library,2015-07-01,6,0,phone,2014,False
ADULT,55 to 59 years,Bernal Heights,2016-02-01,85,21,phone,2003,False
ADULT,25 to 34 years,Merced,2015-11-01,122,58,email,2013,False
SENIOR,75 years and over,Park,2013-08-01,12,1,email,2012,False
ADULT,45 to 54 years,Main Library,2013-01-01,356,0,phone,2012,False
ADULT,35 to 44 years,Main Library,2016-06-01,1,0,email,2016,False
YOUNG ADULT,10 to 19 years,Visitacion Valley,,0,0,email,2015,False
WELCOME,25 to 34 years,Mission Bay,2016-04-01,1,0,email,2015,False
ADULT,35 to 44 years,Ortega,2006-05-01,12,0,email,2006,True
ADULT,25 to 34 years,Bayview/Linda Brooks-Burton,,0,0,email,2014,False
ADULT,25 to 34 years,Mission,2015-01-01,50,43,email,2011,False
YOUNG ADULT,10 to 19 years,Main Library,2016-06-01,737,638,email,2005,False
JUVENILE,0 to 9 years,Mission Bay,2014-09-01,26,10,phone,2014,False
ADULT,35 to 44 years,Mission,2015-04-01,26,2,email,2003,False
JUVENILE,0 to 9 years,Bernal Heights,2016-05-01,5,0,email,2016,False
ADULT,25 to 34 years,Main Library,2016-03-01,14,0,email,2016,False
ADULT,55 to 59 years,Potrero,,0,0,print,2015,False
SENIOR,65 to 74 years,Main Library,2010-09-01,0,0,email,2008,False
ADULT,35 to 44 years,Main Library,2015-06-01,17,0,email,2015,False
ADULT,35 to 44 years,Noe Valley/Sally Brunn,2009-01-01,6,21,email,2007,False
ADULT,25 to 34 years,Chinatown,2016-07-01,1474,1688,email,2004,True
JUVENILE,0 to 9 years,Excelsior,2015-08-01,2,2,email,2015,False
ADULT,25 to 34 years,Main Library,2016-07-01,31,34,email,2013,False
YOUNG ADULT,10 to 19 years,Main Library,2014-07-01,415,38,phone,2005,False
JUVENILE,0 to 9 years,Noe Valley/Sally Brunn,2015-09-01,1,0,email,2012,False
ADULT,45 to 54 years,Richmond,2016-07-01,82,55,email,2010,True
ADULT,35 to 44 years,Glen Park,2015-08-01,33,49,email,2012,False
ADULT,20 to 24 years,Main Library,2015-11-01,1,0,email,2012,False
ADULT,35 to 44 years,Main Library,2014-10-01,51,72,email,2010,False
ADULT,25 to 34 years,Main Library,,0,0,email,2012,False
ADULT,45 to 54 years,Main Library,,0,0,email,2014,False
TEACHER CARD,25 to 34 years,Noe Valley/Sally Brunn,2016-01-01,67,0,email,2014,False
ADULT,35 to 44 years,Chinatown,2015-02-01,483,19,phone,2003,False
SENIOR,65 to 74 years,Sunset,2016-07-01,486,51,email,2009,False
JUVENILE,0 to 9 years,North Beach,2016-07-01,44,39,email,2012,False
ADULT,20 to 24 years,Ingleside,2015-12-01,380,4,email,2012,False
JUVENILE,10 to 19 years,Merced,2016-01-01,125,1,phone,2014,False
WELCOME,55 to 59 years,Main Library,,0,0,phone,2014,False
ADULT,25 to 34 years,Main Library,2012-10-01,1,0,email,2010,False
ADULT,25 to 34 years,Golden Gate Valley,2016-07-01,17,15,email,2014,False
ADULT,45 to 54 years,Mission,,0,0,email,2016,False
SENIOR,75 years and over,Merced,2016-02-01,306,78,phone,2003,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,5,5,email,2016,False
ADULT,20 to 24 years,Western Addition,2015-06-01,7,5,email,2015,False
SENIOR,65 to 74 years,Main Library,2016-01-01,11,14,email,2015,False
ADULT,60 to 64 years,Potrero,2013-08-01,4,0,email,2013,False
SENIOR,75 years and over,Main Library,2014-04-01,17,2,phone,2003,False
ADULT,35 to 44 years,Main Library,2010-09-01,3,5,email,2009,False
ADULT,45 to 54 years,West Portal,2014-09-01,36,0,email,2010,False
YOUNG ADULT,10 to 19 years,Mission,2014-07-01,1389,5,phone,2005,False
ADULT,25 to 34 years,Excelsior,2014-06-01,3,3,phone,2014,False
ADULT,35 to 44 years,Bayview/Linda Brooks-Burton,2013-07-01,128,92,email,2003,False
WELCOME,25 to 34 years,Main Library,,0,0,email,2015,False
ADULT,60 to 64 years,Mission,2016-07-01,922,406,email,2003,False
YOUNG ADULT,10 to 19 years,Mission,2014-11-01,2,0,email,2014,False
SENIOR,65 to 74 years,Glen Park,2015-09-01,1208,19,email,2003,False
WELCOME,20 to 24 years,Potrero,2015-10-01,1,0,email,2015,False
ADULT,55 to 59 years,Main Library,2013-02-01,7,2,email,2012,False
ADULT,55 to 59 years,Merced,2016-06-01,75,20,email,2003,False
JUVENILE,10 to 19 years,Main Library,2014-03-01,146,1,email,2007,False
ADULT,55 to 59 years,North Beach,2013-10-01,286,24,email,2005,False
ADULT,60 to 64 years,Richmond,2016-07-01,1387,1401,email,2008,False
ADULT,25 to 34 years,Main Library,2016-05-01,12,7,email,2009,False
ADULT,25 to 34 years,Main Library,,0,0,phone,2012,True
ADULT,25 to 34 years,Main Library,,0,0,print,2013,True
ADULT,25 to 34 years,Presidio,2015-08-01,4,5,email,2015,False
ADULT,25 to 34 years,Golden Gate Valley,2013-07-01,0,0,email,2013,False
ADULT,25 to 34 years,Richmond,,0,0,email,2014,False
SENIOR,65 to 74 years,Ortega,2013-10-01,25,0,phone,2003,False
ADULT,60 to 64 years,Main Library,2016-04-01,23,14,email,2003,False
ADULT,35 to 44 years,Western Addition,2014-08-01,21,3,email,2006,False
ADULT,60 to 64 years,Mission,2016-02-01,781,7,email,2007,False
ADULT,35 to 44 years,Eureka Valley/Harvey Milk Memorial,2015-08-01,59,45,email,2003,False
ADULT,45 to 54 years,Park,2014-02-01,22,1,email,2008,False
ADULT,35 to 44 years,Mission,,0,0,email,2016,False
ADULT,25 to 34 years,North Beach,2015-06-01,18,18,email,2014,False
JUVENILE,10 to 19 years,Ortega,2016-07-01,1441,44,phone,2011,False
ADULT,20 to 24 years,Parkside,2014-08-01,24,0,email,2003,False
ADULT,45 to 54 years,Portola,2016-07-01,307,541,email,2003,False
ADULT,25 to 34 years,Main Library,,0,0,email,2016,False
ADULT,25 to 34 years,Main Library,2013-05-01,13,0,email,2007,False
YOUNG ADULT,10 to 19 years,Marina,2015-06-01,1,0,email,2015,False
WELCOME,45 to 54 years,Richmond,,0,0,email,2015,True
ADULT,55 to 59 years,Anza,2016-03-01,3,0,email,2016,False
ADULT,25 to 34 years,Mission,2013-05-01,1,0,email,2013,True
DIGITAL ACCESS CARD,35 to 44 years,Main Library,,0,0,print,2015,False
ADULT,35 to 44 years,Visitacion Valley,2016-07-01,842,82,phone,2008,False
JUVENILE,10 to 19 years,Chinatown,2015-07-01,17,0,print,2012,False
SENIOR,65 to 74 years,West Portal,2016-07-01,856,91,phone,2004,False
SENIOR,75 years and over,Parkside,2014-06-01,31,4,phone,2005,False
ADULT,45 to 54 years,West Portal,2015-12-01,87,39,print,2003,False
YOUNG ADULT,10 to 19 years,Mission,2013-05-01,34,0,phone,2005,False
ADULT,45 to 54 years,Main Library,2016-07-01,1654,176,email,2009,False
ADULT,35 to 44 years,Main Library,2014-04-01,9,1,email,2009,False
ADULT,25 to 34 years,Western Addition,2015-03-01,1,0,email,2014,False
ADULT,20 to 24 years,Visitacion Valley,2015-08-01,1070,108,phone,2003,False
ADULT,60 to 64 years,Excelsior,2015-01-01,1,1,email,2010,False
ADULT,25 to 34 years,Main Library,2016-07-01,0,0,email,2016,False
JUVENILE,0 to 9 years,Bayview/Linda Brooks-Burton,2014-08-01,66,0,phone,2010,False
ADULT,35 to 44 years,Marina,2013-09-01,93,70,email,2003,False
ADULT,35 to 44 years,Golden Gate Valley,2013-07-01,0,0,email,2013,False
YOUNG ADULT,10 to 19 years,Sunset,2016-02-01,929,1102,email,2007,False
ADULT,25 to 34 years,Main Library,2016-06-01,23,9,email,2015,False
ADULT,25 to 34 years,Visitacion Valley,2015-08-01,7,0,email,2013,False
ADULT,60 to 64 years,Main Library,2014-08-01,8,16,email,2014,True
JUVENILE,0 to 9 years,North Beach,2016-03-01,52,1,email,2014,False
ADULT,25 to 34 years,Noe Valley/Sally Brunn,,0,0,email,2014,False
ADULT,35 to 44 years,Chinatown,2014-05-01,233,175,email,2008,False
SENIOR,75 years and over,Chinatown,2016-06-01,93,4,print,2013,False
SENIOR,65 to 74 years,Mission,2015-04-01,579,447,email,2003,False
ADULT,20 to 24 years,Excelsior,2015-12-01,329,573,email,2008,False
ADULT,55 to 59 years,Main Library,,0,0,phone,2008,False
SENIOR,75 years and over,Mission Bay,2016-04-01,40,15,email,2015,False
ADULT,45 to 54 years,Main Library,2014-08-01,333,19,email,2003,True
ADULT,25 to 34 years,Visitacion Valley,2013-05-01,3,1,email,2013,False
ADULT,25 to 34 years,Marina,2015-08-01,14,6,email,2008,False
ADULT,20 to 24 years,West Portal,2014-07-01,22,13,email,2009,False
ADULT,55 to 59 years,Main Library,,0,0,phone,2016,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2014-12-01,3,0,email,2014,False
JUVENILE,0 to 9 years,Parkside,2016-06-01,390,133,email,2014,False
ADULT,35 to 44 years,Ortega,2014-12-01,14,0,email,2014,False
ADULT,25 to 34 years,Marina,2016-05-01,2,0,email,2016,False
STAFF,0 to 9 years,Chinatown,2016-05-01,1331,356,email,2003,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2016,True
ADULT,20 to 24 years,Main Library,2014-04-01,6,0,email,2014,False
ADULT,10 to 19 years,Chinatown,2014-06-01,650,5,print,2009,False
ADULT,55 to 59 years,Main Library,,0,0,email,2012,True
ADULT,25 to 34 years,Potrero,2016-03-01,2,0,email,2015,False
YOUNG ADULT,10 to 19 years,Western Addition,,0,0,email,2013,True
ADULT,20 to 24 years,Mission Bay,2013-08-01,0,0,email,2010,True
SENIOR,75 years and over,Glen Park,2015-12-01,49,36,email,2003,False
ADULT,35 to 44 years,Mission,2016-07-01,285,201,email,2003,False
ADULT,55 to 59 years,Main Library,2015-07-01,26,1,print,2003,False
JUVENILE,10 to 19 years,Parkside,2014-03-01,3,0,email,2012,False
SENIOR,65 to 74 years,Chinatown,2015-01-01,491,157,phone,2003,True
SENIOR,75 years and over,Parkside,2016-07-01,42,7,phone,2004,False
JUVENILE,0 to 9 years,Richmond,2016-06-01,523,0,email,2014,False
JUVENILE,0 to 9 years,Noe Valley/Sally Brunn,2016-07-01,221,0,email,2014,False
ADULT,10 to 19 years,Richmond,2014-07-01,723,161,email,2003,False
SENIOR,65 to 74 years,Ortega,,0,0,email,2013,True
ADULT,35 to 44 years,Main Library,2016-06-01,30,73,email,2007,False
YOUNG ADULT,10 to 19 years,Anza,2016-06-01,18,12,email,2015,False
ADULT,35 to 44 years,Mission Bay,2015-11-01,481,248,email,2003,False
ADULT,60 to 64 years,Excelsior,2016-07-01,226,69,phone,2003,False
ADULT,35 to 44 years,Bernal Heights,2015-08-01,4,0,email,2015,False
ADULT,10 to 19 years,Sunset,2016-06-01,43,21,phone,2004,False
JUVENILE,10 to 19 years,West Portal,2016-07-01,458,13,email,2010,False
ADULT,45 to 54 years,Mission Bay,2016-07-01,373,48,email,2014,False
SENIOR,65 to 74 years,Main Library,2016-07-01,97,19,email,2008,False
ADULT,35 to 44 years,Presidio,,0,0,email,2015,False
ADULT,35 to 44 years,Sunset,,0,0,email,2014,False
ADULT,45 to 54 years,Chinatown,,0,0,print,2013,False
ADULT,35 to 44 years,Western Addition,2016-02-01,2,2,email,2014,False
ADULT,25 to 34 years,Main Library,,0,0,email,2016,False
ADULT,25 to 34 years,Mission,2016-07-01,130,128,email,2008,False
YOUNG ADULT,10 to 19 years,Main Library,2016-02-01,111,3,email,2003,False
ADULT,35 to 44 years,Mission,2013-08-01,9,0,print,2013,False
SENIOR,65 to 74 years,Eureka Valley/Harvey Milk Memorial,2015-06-01,255,6,email,2003,False
ADULT,35 to 44 years,Main Library,,0,0,email,2012,False
YOUNG ADULT,10 to 19 years,Noe Valley/Sally Brunn,2014-05-01,49,26,print,2005,False
ADULT,35 to 44 years,Unknown,2016-06-01,9,0,print,2014,False
ADULT,35 to 44 years,Park,2014-04-01,25,26,email,2008,False
SENIOR,65 to 74 years,Anza,2016-07-01,822,463,email,2003,False
ADULT,55 to 59 years,Main Library,2016-03-01,181,5,email,2003,False
ADULT,45 to 54 years,Portola,2015-10-01,16,0,email,2010,False
ADULT,25 to 34 years,Potrero,2016-07-01,71,89,email,2012,False
ADULT,25 to 34 years,Mission,2008-04-01,74,9,email,2003,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
YOUNG ADULT,10 to 19 years,Glen Park,2013-10-01,424,111,email,2003,False
YOUNG ADULT,10 to 19 years,Mission,2014-04-01,260,36,email,2003,False
SENIOR,75 years and over,Richmond,2016-07-01,380,53,email,2010,False
SENIOR,75 years and over,West Portal,,0,0,email,2016,False
ADULT,25 to 34 years,Potrero,2016-07-01,64,86,email,2010,False
SENIOR,65 to 74 years,Main Library,,0,0,phone,2012,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2016,True
ADULT,35 to 44 years,Main Library,2015-09-01,17,13,print,2003,False
ADULT,35 to 44 years,Noe Valley/Sally Brunn,2016-05-01,134,193,email,2012,False
ADULT,45 to 54 years,Chinatown,2015-04-01,136,74,email,2003,False
JUVENILE,0 to 9 years,Merced,2016-07-01,443,121,email,2010,False
ADULT,45 to 54 years,Sunset,2015-10-01,27,1,email,2012,False
ADULT,45 to 54 years,Mission,2016-02-01,311,2,email,2008,False
JUVENILE,0 to 9 years,Main Library,2014-06-01,33,0,email,2014,False
ADULT,65 to 74 years,Chinatown,2013-06-01,10,0,print,2013,False
JUVENILE,0 to 9 years,Bayview/Linda Brooks-Burton,2016-05-01,6,4,print,2016,False
ADULT,35 to 44 years,Mission,,0,0,email,2014,True
ADULT,25 to 34 years,Main Library,2013-01-01,5,6,email,2012,False
ADULT,35 to 44 years,Bernal Heights,2015-11-01,1,0,email,2015,True
ADULT,20 to 24 years,Main Library,,0,0,print,2003,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
ADULT,60 to 64 years,Main Library,,0,0,email,2009,True
ADULT,20 to 24 years,Glen Park,,0,0,email,2015,True
YOUNG ADULT,10 to 19 years,Western Addition,2015-08-01,81,2,phone,2014,False
